gene	log2FoldChange
CG8388	-0.013636846
mlt	-0.013623377
bigmax	-0.013259476
CG5180	-0.013253043
CG12325	-0.013124902
Mapmodulin	-0.012802255
CG12038	-0.012761786
Bem46	-0.012507994
Oatp74D	-0.012493618
Rx	-0.012456282
RhoGAP100F	-0.012382581
CG1309	-0.012379525
dpr17	-0.012343192
CG32333	-0.01225904
Der-2	-0.0121931
Taf4	-0.012179227
X11L	-0.012114306
Or71a	-0.012094286
RpA-70	-0.012076478
Ada2b	-0.01192665
slo	-0.011901265
CG33635	-0.01184713
CG5618	-0.0117867
CG2225	-0.011476539
VhaAC45	-0.011447186
Mvb12	-0.011401826
CG31800	-0.011333065
Ndg	-0.011323771
CG12836	-0.011267275
Jabba	-0.011247397
CG7841	-0.010919155
Nipsnap	-0.010640976
CR45444	-0.010590865
CG1418	-0.010553013
Ufl1	-0.010312575
CG9953	-0.010035837
CG8184	-0.009977006
Gycalpha99B	-0.009968577
Tdc2	-0.009940213
Asph	-0.009762461
CG7966	-0.009722879
CG13430	-0.00971717
CG6171	-0.009709222
CG10584	-0.009699125
Teh1	-0.009695481
wtrw	-0.009562506
CG3711	-0.009252903
Cht5	-0.009197654
rk	-0.00918657
Arf79F	-0.009137734
PEK	-0.009124411
sax	-0.009106904
Ns3	-0.009105427
RpL6	-0.008995464
Prp8	-0.008950592
CG14669	-0.008906317
SsRbeta	-0.008835098
Pc	-0.008776511
cin	-0.008776504
RpL40	-0.008663357
CG42327	-0.008617568
gammaTub23C	-0.00848628
CG17806	-0.008190569
kel	-0.007998362
CG14742	-0.007929981
CG12404	-0.007905047
NitFhit	-0.007847341
CG3702	-0.007657812
grn	-0.007654439
snoRNA:Me28S-A1322	-0.007633166
Lsd-2	-0.007604307
S	-0.007594711
RpL26	-0.007490237
CG43143	-0.00748517
CG30381	-0.007374751
dop	-0.007321092
MED11	-0.007312782
dpp	-0.007226018
CG31633	-0.007221562
CCDC53	-0.00721367
Xbp1	-0.007210157
mop	-0.007145373
Scp2	-0.007054653
IntS8	-0.007027785
Sec22	-0.006991395
CG8207	-0.006979676
CG10616	-0.006814927
Use1	-0.006810979
CG32532	-0.006808026
HP1D3csd	-0.006797963
Rpb10	-0.006546745
AGBE	-0.00646549
CG16753	-0.006456905
RpS9	-0.006453927
Atg3	-0.006333598
CG14367	-0.006286577
vig	-0.006262956
Arc42	-0.006254599
CG13204	-0.006067519
dpr15	-0.005946138
CG12567	-0.005860482
l(1)G0196	-0.005782588
CG5554	-0.005668136
CG42837	-0.005656769
HSPC300	-0.005597728
Mvl	-0.00551062
CG6182	-0.005448663
CR44766	-0.005413501
RpLP0	-0.005383192
ens	-0.005314574
CG32232	-0.005228605
CG5704	-0.00521163
Tango13	-0.005203298
CG42511	-0.005193353
CG44245	-0.005094406
oys	-0.005090805
Pkc53E	-0.005000934
CG7028	-0.004917923
CG34228	-0.00489635
Dif	-0.004825012
CG11307	-0.004789648
Mkp3	-0.004761585
Chc	-0.004714301
ric8a	-0.004648148
CG32150	-0.00464668
CG8372	-0.004599822
Usp15-31	-0.004561329
CG33170	-0.004557094
Mob2	-0.004477187
CG3149	-0.004464976
CG10283	-0.004462286
atilla	-0.004434332
Xrp1	-0.004392858
Gmer	-0.004186875
CG10077	-0.004073083
CG8027	-0.003689879
CG32683	-0.003676707
CG33096	-0.00363539
CG2063	-0.003579063
CG14621	-0.003523581
GMF	-0.003365408
Tsp	-0.003343663
Pif1A	-0.003341311
CG7739	-0.003338085
m-cup	-0.003326789
Ppn	-0.003306764
CG42672	-0.003299804
CG10576	-0.003129176
Tpr2	-0.002939976
RpS12	-0.002939471
CG1907	-0.002906553
CG2162	-0.002897598
CR45270	-0.002627743
RapGAP1	-0.002574354
RpS18	-0.0025532
l(1)G0007	-0.002432052
Syx16	-0.002320923
CG7326	-0.002288994
CG5359	-0.0022518
Ltn1	-0.002250677
Pif1B	-0.002234192
DIP-epsilon	-0.002229826
CG6321	-0.002185222
RnpS1	-0.002084397
Ns4	-0.002054728
pck	-0.002022259
Mlc-c	-0.00199828
cac	-0.001988031
inaC	-0.001981669
bic	-0.001947234
scf	-0.0017735
Maf1	-0.001716206
CG15914	-0.001712073
CR45577	-0.00169852
MKP-4	-0.001590104
CG16734	-0.001559174
RpS14a	-0.001455317
Toll-7	-0.001338788
Ranbp9	-0.001281823
scro	-0.001109801
CG15715	-0.001091579
CG31650	-0.001068122
CG5862	-0.001008952
CG11560	-0.000947356
CG6907	-0.000907793
CG3165	-0.000850876
CG18870	-0.000836835
PpV	-0.000720857
bib	-0.000679298
CG5447	-0.000659262
Mnn1	-0.000626471
betaTub56D	-0.000530612
Smurf	-0.000374822
CG32396	-0.000342452
CG44243	-0.000148894
jdp	-0.000148817
CG11576	8.46e-05
ND-B12	0.000145409
CG13284	0.000180735
Socs16D	0.000258116
Unr	0.000320267
CG33217	0.000703529
CG30423	0.000705304
Gbp1	0.000727526
CSN4	0.000815031
S6kII	0.000975484
Dhx15	0.00122029
PQBP1	0.00144376
Ptpmeg	0.001480374
l(3)73Ah	0.001509267
CG17032	0.001525283
CG1137	0.001566494
CG6852	0.001708641
CG7332	0.001726255
CG5071	0.001784118
CG7879	0.001785073
CR46194	0.001866098
CG32091	0.001924913
Alr	0.00192568
mask	0.001956556
Meltrin	0.002036099
ThrRS	0.002401223
CG7694	0.002435996
CG9799	0.002466425
RanBP3	0.002476716
Nab2	0.002600896
CR44628	0.002881579
CG1518	0.002883571
Gs1	0.002974042
POLDIP2	0.003006491
CG42268	0.003063725
CG11873	0.003152326
l(3)05822	0.003178328
Pex23	0.00321962
CG4911	0.003238491
mspo	0.003294988
CG14257	0.00338183
CG10702	0.003388332
CG8180	0.003614011
CG9870	0.003745533
RpL35	0.003799327
CG1161	0.003806094
CG42399	0.003841713
CG32647	0.004007347
CG7744	0.004010868
Vdup1	0.004013258
Sec24CD	0.004027585
Mf	0.004045238
CG42382	0.004053703
amon	0.004077043
pnut	0.004082628
Thd1	0.00408346
CG2120	0.004225263
P5cr	0.004228992
Adi1	0.004303693
beta4GalNAcTA	0.004313052
Ice1	0.004350239
CG17190	0.004399501
CG34133	0.004411486
CG2519	0.004471419
Dhap-at	0.004614701
Nhe2	0.004735441
Syt14	0.004788596
bon	0.004853541
alpha-Man-IIb	0.004876212
btsz	0.004895714
ash1	0.005195247
PI31	0.005197273
CG9044	0.005245419
CG1371	0.005247305
Tl	0.00541961
CG13025	0.00547146
Vhl	0.005629467
Rph	0.005666901
Cf2	0.005693012
CG4572	0.005762735
CG3209	0.005766373
CG12012	0.005781766
SkpA	0.005871131
x16	0.006050521
Mmp2	0.006221587
CG7837	0.006298759
RhoGEF3	0.006346436
Arl5	0.006372065
RpL36A	0.00672678
CG5274	0.006791865
CG1146	0.006898942
CG18808	0.006902436
ph-p	0.006923529
PyK	0.006925626
CG3156	0.007053087
CG9581	0.007161194
Lamp1	0.0073618
CR45994	0.007425431
eRF1	0.007438442
Dh44-R2	0.00753109
CG8170	0.00757036
CG17593	0.007572425
Act5C	0.007732186
Cyp313b1	0.007745488
CG3281	0.007825417
CG8974	0.007851642
Caper	0.007897691
CngA	0.007955971
CG17002	0.008087702
CG12241	0.008291768
tio	0.008517499
kat80	0.008550235
CR45804	0.008566727
gammaSnap1	0.008581444
Gabat	0.008590706
CG4991	0.008594432
CG12393	0.008690428
Pp1-13C	0.008781313
CG10321	0.008832337
shi	0.008927652
kay	0.008974164
pasi1	0.008983203
Caf1-55	0.009033259
CG10463	0.009099834
Mpcp	0.009128457
AnxB10	0.009224648
stau	0.009230447
unc80	0.009317198
Set2	0.009403189
ras	0.009443349
CG13502	0.009525651
CG1077	0.009559793
FucT6	0.009625353
sd	0.009753934
Rpb11	0.009812027
FAM21	0.009852591
sn	0.009914454
RpL27A	0.009978973
eys	0.010049274
CG14252	0.010123641
CG4951	0.010173169
CG43693	0.010218801
Unc-89	0.010228724
btz	0.010414572
CG5445	0.010479177
RpL3	0.010514767
CG1812	0.010516578
Tgi	0.010666725
ClC-b	0.010718195
CR45418	0.010829206
Syn1	0.010949875
tamo	0.011030552
RpS27	0.01104719
FoxK	0.011123578
CG9304	0.011153285
CG30373	0.011328999
ssh	0.011381703
kin17	0.011580206
CG2972	0.011651825
zfh2	0.011855285
CG33169	0.011869305
Tm1	0.012095725
Hmt4-20	0.012187904
p53	0.01222969
Nep3	0.012465757
CG11504	0.012568468
for	0.01266773
Shal	0.012670647
CG6479	0.012787965
CG3065	0.012913023
Irp-1A	0.012948627
CG31549	0.012982436
Oli	0.013069004
CG14321	0.013208496
Spn43Ad	0.013291785
CG33156	0.013314531
CG8531	0.013454687
Tsp74F	0.013608504
Hrb27C	0.013678222
CG11041	0.01376018
ZC3H3	0.013826677
Letm1	0.013831086
GCC185	0.013958198
Cand1	0.013965678
Tbc1d15-17	0.014121947
CSN8	0.014185431
tef	0.014223938
l(3)02640	0.014255189
CG10237	0.014275098
Ret	0.014308964
GstE12	0.014312937
msps	0.014441369
CHKov2	0.014520879
KLHL18	0.01453785
acj6	0.014566028
CR43654	0.014686812
CG4646	0.014760982
Rbp9	0.014766957
CG7650	0.015052252
CG2199	0.015103449
alpha4GT1	0.015297186
CG9331	0.015310509
TyrRS	0.015329485
Mtch	0.015339671
CG18262	0.015348629
CG17159	0.015439313
CG17162	0.015439313
Lim1	0.015532531
CG3246	0.015540081
dpr14	0.015604688
Noa36	0.01562354
twr	0.015785217
bap	0.015824922
CG9855	0.015902242
CR44030	0.015958083
RpS6	0.016083975
east	0.016310641
Dip-B	0.016411069
crol	0.016478853
bnb	0.016660284
CG15765	0.016693214
CG10286	0.016786703
polybromo	0.016884621
tai	0.017021984
CG11791	0.017138787
CG1486	0.017145588
CR46004	0.017182685
CG4630	0.017219376
scaf6	0.01722681
Cdep	0.017288175
CG41099	0.01732302
CG46315	0.017346227
Kr-h2	0.017375412
CG6424	0.017593406
sif	0.017650884
CG9270	0.017695696
Axud1	0.01774147
msl-1	0.018037518
hppy	0.018050146
CrebB	0.018070691
CG6191	0.018079305
Arp2	0.018163038
Indy	0.018323478
Oct-TyrR	0.018595388
CG8360	0.018677671
CG11475	0.018681898
shakB	0.018772282
CG6364	0.018883792
Spn28Dc	0.018985814
CG14613	0.019020493
CG11752	0.019041953
GlnRS	0.019076044
CG13650	0.019082544
ttm50	0.019106105
PGRP-LE	0.019130902
CG6550	0.019253198
Kdm2	0.019258665
Zcchc7	0.019291219
CG13606	0.019376264
CG3939	0.019381886
REPTOR-BP	0.019410905
Atpalpha	0.019492256
jbug	0.019530542
Nhe1	0.019642526
per	0.019687629
luna	0.019752591
mbf1	0.019842129
dpr8	0.019915381
CG15760	0.019928001
CG9921	0.019982228
Syx1A	0.020060701
CG14512	0.02017361
msi	0.020188199
CG10494	0.020267828
CG34148	0.020345524
PCID2	0.020355399
CG3919	0.020462258
GCS2alpha	0.020465461
CG34394	0.020466177
CG2371	0.02069148
tud	0.020709291
CR44811	0.020712301
bru3	0.020891533
CG6144	0.020907133
CG33296	0.02092945
Pink1	0.020977882
Prat2	0.021041018
CG2875	0.02113916
CR43604	0.02122417
CG2747	0.021266156
pn	0.021351597
fne	0.021357471
LSm3	0.021498955
RpL18A	0.02153945
CG46320	0.021555177
CG12163	0.021567529
wkd	0.021603365
mthl1	0.021762015
CG17829	0.02177102
E(bx)	0.021795112
Neurl4	0.021893623
Zasp66	0.021900939
CG9281	0.021915537
NC2beta	0.022091956
Prosbeta1	0.022108481
eyg	0.02218373
CG30172	0.022205801
CG6420	0.022348057
CG10804	0.022396213
CG11168	0.022429361
Muc14A	0.02250926
CG31997	0.022532013
Pxn	0.022568988
CG4853	0.022726026
CG5734	0.022741555
GCC88	0.022791186
brat	0.022792216
ND-B14	0.022838293
CG45092	0.022869994
Leash	0.022883859
CG17290	0.023045477
CG1523	0.023150831
eIF-1A	0.023178612
CG12237	0.023214019
EMC1	0.023263464
Arfip	0.02326477
Smg6	0.023336433
CG33947	0.023343608
CG5861	0.023366398
Atg14	0.023444367
bip1	0.023466912
Act42A	0.023491035
eIF2B-gamma	0.02351366
CG4467	0.023557093
Corin	0.023842673
rpr	0.023929737
thr	0.023952196
tst	0.024045349
CG13579	0.024046868
CG3078	0.024082458
Ptpmeg2	0.024094717
CG3719	0.024149544
CG11454	0.02415685
Glut4EF	0.024279354
CG14562	0.024347796
sstn	0.024597263
CG4612	0.024626154
DCTN2-p50	0.024761
CG15881	0.024793288
Ahcy	0.02479533
aos	0.0248064
toc	0.024846694
Blos3	0.024864401
COX5B	0.024966875
CG42613	0.025125272
CG1545	0.025137184
CG13532	0.025257506
CG6044	0.025261077
CG3164	0.02552336
U2af50	0.02569188
CG10326	0.025772838
Syn	0.025792619
Pde6	0.02579319
rush	0.02580434
CG9065	0.025837468
tws	0.025854055
CG4119	0.025929978
Synj	0.026013464
CG11208	0.02604904
RpL4	0.026111771
CR45522	0.026146068
CG15111	0.026174858
Fdh	0.026223217
CG11294	0.02627809
CG34424	0.026318353
CG4789	0.026355807
Rpt3	0.026398179
Pdxk	0.026418245
CG32281	0.02647978
CR45164	0.026506517
CR45972	0.026579541
CG3800	0.02661744
Dek	0.026657903
CG17278	0.026756041
dac	0.02676374
jigr1	0.026878893
CG42376	0.026942079
Pvf3	0.026944019
Tpc1	0.026953194
CG33977	0.027140344
CG8963	0.02714087
CG10914	0.027207587
Oatp58Dc	0.027243382
CG9849	0.02729368
Mer	0.027498341
CG12772	0.027545669
prod	0.02762753
Egfr	0.027637569
jing	0.027686306
CG30184	0.02768799
RpL15	0.027826361
Tomosyn	0.027872548
CG2846	0.027873302
Usp2	0.027976049
mute	0.027976291
CG4502	0.028001233
RpL38	0.028128567
CG10555	0.02820546
CG4078	0.028237748
CG3894	0.028241823
Tsp42Ee	0.028278661
CG11070	0.028301167
dUTPase	0.028375777
CG4678	0.028428654
unc-5	0.028735771
pps	0.028756267
NimB5	0.028838012
CG13603	0.028890231
cert	0.028898048
CG33054	0.02899402
fsd	0.029021784
Mctp	0.029036199
TfIIFbeta	0.029188887
CG6928	0.029244212
CG30349	0.029244294
Hmr	0.02930347
CG32164	0.029333524
Neos	0.029336967
Sras	0.029385296
rump	0.029431657
Cortactin	0.029464608
CG9338	0.029465866
HPS4	0.029519129
CG11284	0.029582525
RasGAP1	0.029642681
Cp190	0.029731922
CG33172	0.029779044
whd	0.029843402
VhaM8.9	0.02992795
Oaz	0.029977913
CG31195	0.030017441
spz	0.030096026
CAH1	0.030184444
RpS16	0.030212372
Rh6	0.030235236
Marf	0.030255396
lili	0.030263074
CG30499	0.030289381
bin3	0.030330492
CG30154	0.030441459
CG8435	0.030512043
Nf-YA	0.030562035
CG32147	0.030610441
Stlk	0.030687455
Uba2	0.030693729
PDCD-5	0.030720966
Nipped-B	0.030854554
Myo95E	0.031075763
RpL39	0.031200557
MED30	0.031369936
CG2862	0.031392737
CG13295	0.031411531
Vps28	0.031497566
hkb	0.031529589
Rpn10	0.031678228
CG9132	0.031738531
AP-1mu	0.031809363
CG10209	0.031831592
CG31191	0.03183967
pxb	0.031848637
GABA-B-R3	0.031868662
CG10055	0.031894775
Akap200	0.032052017
amn	0.032284891
ND-75	0.032366357
Dbp45A	0.032389042
CG7600	0.032530185
Surf1	0.0325427
CG10365	0.032666568
Gbs-76A	0.032701443
drd	0.032710667
CG13287	0.032734989
RpL35A	0.033057659
CG32649	0.033072188
Xpac	0.033224656
RpL13A	0.033245934
Sec13	0.03325375
CR44411	0.033321032
Tudor-SN	0.033431766
CG6661	0.033536955
Sec6	0.033865053
CG7708	0.033881058
Pallidin	0.033899031
Naam	0.033952906
CG8818	0.03395886
para	0.034024719
Npl4	0.034310349
NK7.1	0.034367907
CG12056	0.034400356
RpS11	0.03451716
CR45180	0.034563681
Ssdp	0.034574172
Hr4	0.034600523
oc	0.034851001
RIOK1	0.034902773
Myb	0.034947761
CG42502	0.034970125
U2A	0.035055931
pan	0.035465088
CG45057	0.035623088
ArgRS	0.03572792
RpS25	0.036024937
CG33303	0.036026493
CG3847	0.036107312
Arp3	0.036132987
CG31301	0.036146438
spel1	0.03615924
Rack1	0.036274582
GABA-B-R1	0.036299197
CG14967	0.036303679
CG10333	0.036395423
Cp38	0.036550365
Snx1	0.036654963
Papss	0.036668077
CG1902	0.036674905
CR43425	0.036731948
Spt6	0.036983554
Rpt5	0.037020057
CG2926	0.037144404
CG8248	0.037165784
CG34135	0.037365827
CG7546	0.037417367
RpLP0-like	0.037423216
EfSec	0.03747279
CG14464	0.037601765
Mat89Ba	0.037712051
Cyp4d21	0.037800833
LanA	0.037922227
wus	0.038030101
Taf10b	0.038109646
Ca-alpha1T	0.038246484
CG4096	0.038282674
WASp	0.038321202
Wnt5	0.038391276
Mgat2	0.038451745
tweek	0.03845557
CG3434	0.038507947
LManI	0.038510323
Updo	0.038564977
bma	0.03857453
ear	0.038581445
Papst2	0.038630262
CG12299	0.038635621
GstZ1	0.03882619
bchs	0.038909511
Membrin	0.039009931
CG11000	0.039073113
Phb2	0.039076322
FBXO11	0.039172524
CG6254	0.039185537
Nsun5	0.039231127
CG5569	0.039508127
GluRIB	0.039570788
CG43867	0.03969188
CR44197	0.039774351
ago	0.03977553
mthl5	0.039970208
CG11537	0.039984713
CG9804	0.04007868
CG11444	0.040150403
spg	0.040212077
CG4562	0.040273664
MED6	0.040325586
CG34159	0.040341682
tzn	0.040345028
hoe2	0.040377377
Optix	0.040485544
GlyS	0.040532493
RpS4	0.040541262
wal	0.040601775
Nep2	0.040617866
CG12531	0.040637261
eIF2B-alpha	0.040680939
PIG-S	0.040689045
CG9279	0.040756471
CG32537	0.040769326
CG1662	0.040806217
yuri	0.04085566
c12.1	0.040861715
CG1622	0.040895146
Prm	0.040933598
wgn	0.04095203
kis	0.040977783
CG10680	0.040998801
COX6B	0.041048699
RpL7	0.041135881
DCTN1-p150	0.041191187
glec	0.04121559
CG12207	0.041271679
CG8611	0.041340523
CG5567	0.041348581
CR45054	0.041412725
Dmtn	0.041430304
DAT	0.041444445
bves	0.041457255
pcm	0.041488359
CG13605	0.041663528
CG3817	0.041723763
CG42806	0.041729663
eIF4E-6	0.041750319
CG7860	0.041791833
CG17272	0.041797889
CG31922	0.041833506
mbm	0.041969597
crb	0.041972631
Atg12	0.042054793
MrgBP	0.042104991
cno	0.042243727
IP3K2	0.042280892
AMPdeam	0.042288952
hoe1	0.042461988
RhoGDI	0.042466041
asf1	0.042517445
BRWD3	0.042525236
mldr	0.042567458
ERR	0.04263738
U26	0.04266214
eIF-3p40	0.042683473
PsGEF	0.042688403
CG7565	0.04273014
eIF6	0.04282766
CG8635	0.042870429
CG43740	0.042987932
CG46318	0.042991473
Pex6	0.042999854
pre-rRNA:CR45845	0.043033147
RpS17	0.043098478
Socs44A	0.043229452
CR43259	0.043353222
dpr10	0.04342371
Odc1	0.04343256
CG7280	0.043552221
rngo	0.043614904
CG10418	0.043662383
Ran	0.043856382
Sox21b	0.043916167
CG17378	0.043927662
sgl	0.04400229
CG6540	0.044063241
kraken	0.044073007
Vm26Ab	0.044096824
aop	0.044117016
CG7461	0.044133838
CG14223	0.044168747
CG15717	0.044169043
PP2A-B'	0.044219573
Vps16A	0.044250877
ST6Gal	0.044307214
CG17721	0.044326127
Reg-5	0.044384201
CG11306	0.044423491
CG11723	0.044531573
CDK2AP1	0.044533358
CG8353	0.044536492
chico	0.044554172
AP-1gamma	0.04460525
Bet3	0.044619968
CG5844	0.044651349
Rme-8	0.044652614
CG4603	0.044725529
CG3534	0.044761321
CG9305	0.044828732
PRAS40	0.044866589
homer	0.044943029
Dcr-1	0.044999473
CG3773	0.045023144
Zif	0.045052079
CG12290	0.045208593
Prosbeta7	0.045254715
Dys	0.045262482
eIF2B-delta	0.045279619
Tcp-1zeta	0.045379059
CG7857	0.045519116
mei-218	0.04566838
Gal	0.045740399
CG6961	0.045996154
Cyp9f2	0.04603351
CG17110	0.046089283
CG14411	0.046107429
RhoGEF2	0.046108049
Spx	0.046130967
cbt	0.046184093
olf186-F	0.046247272
RpS7	0.046260721
CG14906	0.046274964
CG2915	0.046405074
chn	0.046448099
Nos	0.046460508
CG11679	0.046464919
unk	0.04646934
His3.3A	0.046490041
EF2	0.046528056
Su(var)2-HP2	0.046546997
CR45321	0.046624153
CG13375	0.046848916
Ero1L	0.046995207
CG9427	0.047018768
CR43459	0.047305022
Sytbeta	0.047469558
RpS23	0.047579782
CG6443	0.047589489
mAChR-B	0.047648939
CG31287	0.047672811
Prosbeta6	0.047724673
CG32756	0.047739867
CG12224	0.04780534
CR43910	0.0478517
pgant2	0.047875319
CG18273	0.048082117
kuk	0.04809323
CG34446	0.048130551
arg	0.0481558
Ir25a	0.048247107
ValRS	0.048434023
Scgbeta	0.048798872
MsR1	0.048828202
CG9248	0.048900816
Dgkepsilon	0.048949376
Dsp1	0.048994613
Syb	0.049017206
CG1640	0.049045854
Ubc4	0.049104868
CG4936	0.049146064
CG17660	0.049235227
Nmdar1	0.049489654
CG8814	0.04951143
nbs	0.049525115
EloB	0.049544721
CG1943	0.049804286
bsh	0.049831736
CG6180	0.049842015
Adhr	0.049911851
Adh	0.049927754
CG10337	0.049945174
PTP-ER	0.050062129
CG32280	0.050102691
Sap-r	0.050207979
Adf1	0.050216157
Tusp	0.050235104
CG34250	0.050328534
dup	0.050374906
Acer	0.050435302
CG1299	0.050568523
trus	0.050620381
fzo	0.050872624
wls	0.050931249
sxe2	0.051045234
RpL31	0.051208022
CG6664	0.051267807
SelD	0.051269243
FIG4	0.051382164
LPCAT	0.051401687
CycY	0.051464018
Pp1alpha-96A	0.051468937
Grip71	0.05156107
Atg101	0.051583577
CG5498	0.051724033
stai	0.05177966
cype	0.051813899
CR42767	0.051966017
CG11103	0.051990216
Unc-76	0.052044234
CG7789	0.052105692
CR45135	0.05215732
Tango5	0.052160941
GPHR	0.052216108
Top2	0.052252858
CG12343	0.052380424
CG42231	0.05240237
Rpn1	0.052421742
CG11699	0.052696379
CenB1A	0.052937356
CG1074	0.052951233
Sik3	0.052960372
stl	0.053014447
CG11802	0.053268267
cib	0.053320659
CG14812	0.053361416
Sema2b	0.053467191
Rap1	0.053500005
Axn	0.053516245
endos	0.053516936
bonsai	0.053559524
pen-2	0.053606688
CG7950	0.05364315
CG34317	0.05364315
ctp	0.053657133
Shab	0.053717113
l(2)not	0.053748785
CG31388	0.053785855
CG11448	0.053829727
pico	0.053904106
CG31457	0.053929828
CG4538	0.05407553
CG32772	0.054207864
CG16935	0.054245879
Atg2	0.05425016
key	0.054319474
pho	0.054386361
CG6984	0.054466132
CG4716	0.054480634
atl	0.054489372
T48	0.054544582
CG42260	0.054768728
Usp7	0.054887393
DJ-1alpha	0.054894501
CG10132	0.055132653
Khc-73	0.055217034
Btk29A	0.055268872
RpS27A	0.05530121
nonA	0.055455875
CG33639	0.055463381
Dscam1	0.055522838
Hex-A	0.05561514
Sec5	0.055654354
adp	0.055764557
Hers	0.055813397
Sry-delta	0.055855453
CG4662	0.055868946
CG12259	0.055874205
tho2	0.05593762
CG6726	0.055948215
CG14984	0.056096484
CG13559	0.056110153
GC2	0.056129666
fry	0.056193826
mei-S332	0.056218479
Trp1	0.056237801
mRpS14	0.056250583
Nuf2	0.056330887
CG4325	0.056348007
Sodh-1	0.05636896
CG2701	0.056414351
CG4766	0.056454079
CG13928	0.056561892
tty	0.056597728
CG8311	0.056727196
CG1572	0.057061337
Nrg	0.057088725
Sfmbt	0.057255161
CG6753	0.057441054
CG13865	0.057485236
lute	0.057592204
CG2767	0.057601234
GstD2	0.057667167
CG13300	0.057932814
alpha-Est2	0.057934813
lva	0.057974499
mthl8	0.058053091
RanBPM	0.058080361
CG10376	0.058120213
Rrp42	0.058228652
CG31360	0.058577116
Drgx	0.058585215
mtt	0.058634131
lolal	0.058689398
CG31030	0.058718742
cni	0.058914309
Karl	0.058946918
yellow-f2	0.059076408
CG6758	0.059119147
mib2	0.059156133
ppl	0.05917106
CG7556	0.059171176
wech	0.059189839
Ufd1-like	0.059202564
IRSp53	0.059271346
CG3077	0.059272439
mRpL45	0.059344083
SRPK	0.059468081
FucTA	0.059525815
nxf2	0.059555694
Arpc2	0.059576363
Vps33B	0.059615691
dao	0.059658991
Ndfip	0.059702066
fz	0.059739904
betaggt-I	0.059753087
MED16	0.059857703
HPS1	0.059991064
Ca-beta	0.060144703
geminin	0.060227679
CG17078	0.06035664
CG9669	0.060378927
Crg-1	0.060386564
Su(var)3-7	0.060397995
dsh	0.060550127
CG3191	0.060606347
CG1578	0.060661218
srp	0.06080112
Aven	0.06082196
VAChT	0.060892151
HP1b	0.061013007
CG14655	0.061062816
Syx17	0.061079967
CG5783	0.061106105
Ptp36E	0.061186057
CG12236	0.061252665
CG33523	0.061476528
CG5646	0.061636812
Xport-A	0.061725802
Rbp1-like	0.061765196
CG10139	0.061888802
ste14	0.061916428
dlp	0.061964878
lola	0.062047187
rn	0.062052187
alt	0.062090265
CG13148	0.062118332
spidey	0.062119565
Cad87A	0.062146263
Rbf	0.062167837
RpII140	0.062191846
CG4004	0.062210365
Taf6	0.062365537
CG9548	0.062372066
CstF-50	0.062431927
CG33095	0.062585076
Hsc70-3	0.062591518
CG7466	0.062608891
Pex14	0.062662758
Hnf4	0.062703477
ana	0.06273173
CG42524	0.06278789
CG7414	0.06281733
Fs(2)Ket	0.062818094
Pax	0.062903711
CG7110	0.062926295
mRpS10	0.062951203
CG7903	0.063012254
RpL30	0.063080536
RpL14	0.063088343
Dab	0.063139809
Usf	0.06317148
lqfR	0.063179885
Adk3	0.063186188
prim	0.063570232
CG5886	0.063591009
bai	0.063641669
CG6379	0.06366906
Dap160	0.063730617
mtTFB2	0.063739179
CG43102	0.063739873
CenG1A	0.063740169
CG31445	0.063900727
TwdlG	0.063954408
CG4725	0.06412302
Gbeta13F	0.064203826
CG11768	0.064222438
CG5004	0.064285819
CG13126	0.064332607
Sema2a	0.064378208
Atf3	0.064493358
Tob	0.06449998
CG31648	0.064506582
La	0.064523434
put	0.064596795
Hop	0.064612728
Tim9a	0.064621985
CG5989	0.064849624
Reph	0.064873345
RyR	0.064903336
e(y)3	0.065003216
CG34354	0.065070547
CG32809	0.065161963
Dcr-2	0.065202169
CG4049	0.065237489
Peritrophin-A	0.065252491
gw	0.065461247
Nhe3	0.065601254
CG17574	0.065714454
CR44291	0.065721988
RIOK2	0.066016902
Pgi	0.066092382
Mtap	0.066141345
MED24	0.066153727
CG30291	0.066218276
rut	0.066299655
Wdr59	0.066303932
ver	0.066314412
Lsd-1	0.066322722
CG1718	0.066404538
moody	0.066459717
Dp	0.066470847
GAPcenA	0.066752521
emb	0.066885022
CG17896	0.066897677
tex	0.066906824
nrm	0.066936244
CG8841	0.066944819
S1P	0.067195885
Pp4-19C	0.067344502
Srp54k	0.067511342
mus205	0.067538347
CG13659	0.067545186
cag	0.067703789
Cul5	0.067711477
CG3558	0.067773643
Tsp42En	0.067792877
twit	0.067797169
CG31224	0.067825174
hyx	0.067911364
Ing3	0.068114505
Nse4	0.068115143
X11Lbeta	0.068194106
mRpL38	0.068300287
Nop56	0.068316524
CR44445	0.068329001
CG10585	0.068418299
CG34200	0.068449962
snRNA:U5:63BC	0.068454094
sPLA2	0.068631155
Rpb12	0.068856567
RtGEF	0.068949609
vvl	0.068956112
Con	0.068958815
sicily	0.069124082
egl	0.069278277
CG12034	0.069329229
Pal1	0.069459667
Hcs	0.069459754
GILT1	0.069468529
CG14535	0.069563842
sol	0.069740823
DCTN6-p27	0.069742707
Drice	0.069786766
CG42326	0.069839737
CG3634	0.069873618
CG31368	0.070126914
Vps13	0.070240493
RpL22	0.07029325
CG3726	0.070369231
CG15465	0.070401133
Snap29	0.070425764
Dbx	0.070545944
CG6766	0.070568359
