gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
mtd	6173.960485	-0.08401801	0.10835853	-0.775370524	0.438120748	0.963663057
CG31538	4.705766408	0.108309656	1.347813329	0.080359538	0.935951307	0.997504077
CG11999	233.1700232	0.062255468	0.195004132	0.319252045	0.749535394	0.996878686
Prosbeta7	664.1610691	0.03836214	0.157025778	0.244304728	0.806994822	0.996878686
Cerk	1741.68254	-0.011574344	0.111943647	-0.10339438	0.917649972	0.997504077
hd	11.65348594	0.612338386	0.721977777	0.848140214	0.396359888	0.952699942
kkv	15.00304874	0.196717219	0.685764412	0.286858308	0.774220815	0.996878686
Orco	22.25142653	-0.896859972	0.578986525	-1.549017003	0.121377633	0.763871097
PEK	517.4010638	-0.000111763	0.139122193	-0.000803342	0.999359026	0.999976122
RpL35A	8155.671058	0.163040515	0.109947286	1.482897136	0.138101742	0.786291618
mRpL44	249.7998433	0.03501283	0.195603644	0.178998864	0.857938594	0.997504077
HDAC3	395.3732477	-0.057501126	0.166297538	-0.345772563	0.729513646	0.996878686
ksr	171.1190284	-0.276120889	0.224242028	-1.23135209	0.218191208	0.889392877
CG31547	2624.815427	-0.074348159	0.098554831	-0.75438371	0.45061885	0.96590517
Nmdar1	371.3186897	0.010652619	0.16897603	0.063042188	0.94973291	0.997945501
CG43845	139.582898	0.367460193	0.289313848	1.270109244	0.204045719	0.872034129
CG2519	595.3914886	-0.154499788	0.147412851	-1.048075437	0.294603852	0.934197206
mia	17.51147267	0.186366616	0.585512152	0.318296752	0.750259848	0.996878686
Pcmt	643.2116568	-0.093570482	0.140062856	-0.668060647	0.504094881	0.978040007
Pi4KIIalpha	377.3945511	0.023586337	0.151978594	0.155195125	0.876667491	0.997504077
CG14671	190.5658624	0.266027593	0.199058309	1.336430484	0.181408608	0.84856152
CG2931	618.8386274	-0.083359295	0.140520075	-0.59321983	0.553034044	0.985587819
CG2926	783.8168359	-0.008087653	0.213150907	-0.03794332	0.969732874	0.999294086
noi	162.3241509	0.282191946	0.243413593	1.159310552	0.246329622	0.905104725
kra	6786.724961	-0.043608904	0.096670524	-0.451108592	0.651911285	0.994541529
asl	15.91675009	0.229788402	0.663632275	0.34625863	0.729148357	0.996878686
Rga	4046.932999	-0.115875669	0.107779864	-1.075114269	0.282323572	0.929481156
CR46135	66.89157915	-0.288729	0.306737313	-0.941290765	0.346555874	0.945052292
Spec2	111.6434658	-0.212931399	0.245188075	-0.868441091	0.385152908	0.951192345
CG2911	56.78505382	0.141638853	0.400021519	0.354078084	0.723280366	0.996878686
CG31546	5.566640402	-0.251420947	1.249296802	-0.201249973	0.840503118	0.997316943
CG31548	226.1675203	0.387545008	0.19581071	1.979181872	0.047795533	0.533818354
MTA1-like	272.5751108	-0.213538162	0.185202304	-1.152999493	0.248910593	0.906616351
elm	2617.110409	0.070456251	0.132124148	0.533257944	0.593855036	0.991902363
CG2182	456.646588	0.102728501	0.146568526	0.700890595	0.483371295	0.971266515
Xe7	1789.336176	-0.086419365	0.102852762	-0.840224054	0.400782774	0.95592978
Rab23	11.57963236	0.163564779	0.707582217	0.231160104	0.817190423	0.997004241
cas	14.90777263	0.013394202	0.666621354	0.020092669	0.983969448	0.999294086
CG2100	79.03400156	0.181726472	0.312592914	0.58135186	0.561003335	0.986134571
Sym	493.6190156	-0.173558117	0.15857177	-1.094508291	0.273732113	0.924701893
CG2091	116.7146133	-0.109860364	0.263826819	-0.416410902	0.677109352	0.995554059
Sec8	447.5385668	-0.108168806	0.15557116	-0.695301146	0.486866596	0.971266515
CG2082	4874.224505	0.000585832	0.097547197	0.006005626	0.995208232	0.999569346
Hat1	163.17483	0.187217413	0.204576572	0.915145908	0.360115037	0.94703138
CG2046	296.1938663	0.316850412	0.163050909	1.943260629	0.051984676	0.557548777
Hpr1	287.5305155	-0.212624984	0.178518431	-1.191053398	0.233632623	0.894839607
CG2023	210.2342237	-0.096764714	0.231242437	-0.418455694	0.675613974	0.995240484
disp	1051.991311	0.087893497	0.134427418	0.653836092	0.513217411	0.978975836
CG2017	1191.473605	-0.054705613	0.123296728	-0.443690716	0.657266209	0.994541529
CG34113	2101.166087	-0.046429551	0.136348143	-0.340522061	0.733463412	0.996878686
Obp83a	312.6335292	-1.83089057	0.739246779	-2.476697393	0.013260428	0.265658908
Obp83b	128.1601115	-2.389742431	0.939376788	-2.543965809	0.010960181	0.234300983
Rm62	3281.469568	-0.005162186	0.115392023	-0.044736074	0.96431768	0.99897042
CG11459	33.10264683	-0.526340702	0.63456631	-0.829449488	0.406850108	0.956447309
Gasp	147.175554	0.789521456	0.248914947	3.171852343	0.0015147	0.058912398
Obp83ef	14.88798203	-0.18393081	0.615149869	-0.299001625	0.764938806	0.996878686
Obp83g	16.2921218	1.187940085	0.665284069	1.785613304	0.074161891	0.643342289
SmD2	1320.683849	-0.005520863	0.137563835	-0.0401331	0.967987013	0.999294086
CG42724	1722.929511	-0.060612533	0.138874335	-0.436455973	0.662505936	0.994541529
CRAT	284.8110379	0.078827061	0.198514648	0.397084354	0.691305258	0.996878686
CG1024	62.24025886	0.069376569	0.357333447	0.194150785	0.846057818	0.997408062
Dmtn	2554.035464	-0.002415945	0.144561659	-0.016712209	0.986666207	0.999294086
CG9727	326.6235087	-0.028355008	0.168656544	-0.168122786	0.866486684	0.997504077
dpr11	1547.781029	-0.294215127	0.108449149	-2.712931624	0.006669087	0.170222023
CG1137	18.60350616	0.079282805	0.586567988	0.135163879	0.892482305	0.997504077
sowi	0.646321149	2.547186869	3.963222042	0.642706072	0.520414841	0.978975836
CG1315	11.31986563	0.067877078	1.022701512	0.066370371	0.947082959	0.997532671
CG1307	1305.330045	-0.026888375	0.124108471	-0.216652211	0.828479393	0.997016825
agt	268.1760087	0.079908987	0.192086971	0.416004203	0.677406927	0.995554059
lab	149.92948	0.156624265	0.22231716	0.704508212	0.481116338	0.970518668
Ccp84Ab	8.423147542	-0.507864748	1.189483352	-0.426962469	0.669406664	0.994541529
pb	10.24797827	-0.438936358	0.793493575	-0.553169391	0.580147424	0.989250604
bcd	0	NA	NA	NA	NA	NA
Scr	30.55580893	-0.146134555	0.525429459	-0.278124023	0.780917155	0.996878686
Antp	39.98418561	-0.133935721	0.57455076	-0.233113817	0.815673026	0.996926918
CG1105	137.6131583	0.169472918	0.231805989	0.731098099	0.464719235	0.968895292
Ufl1	908.4053571	0.120412694	0.125865642	0.956676435	0.338730596	0.944304358
Ref1	1144.941447	-0.137360479	0.12637334	-1.086941905	0.277062485	0.926858685
Tailor	421.0615748	-0.147596545	0.183020434	-0.806448444	0.419984324	0.958317915
CR43685	1152.365279	0.299351927	0.134013693	2.233741346	0.025500097	0.391652715
Alh	2453.494628	0.041778934	0.120619142	0.346370677	0.729064159	0.996878686
Mlp84B	142.3930744	-0.095119842	0.263774904	-0.3606099	0.718391087	0.996878686
CG10068	311.8746666	-0.028284815	0.16248972	-0.174071411	0.861809341	0.997504077
gfzf	288.5486106	0.032934883	0.232746552	0.141505352	0.887470732	0.997504077
MAGE	170.8091739	-0.169332165	0.201556157	-0.840124	0.400838865	0.95592978
CG10055	152.1071754	-0.222772273	0.223833026	-0.995260963	0.319609359	0.941885143
CG1234	105.4108436	-0.10560287	0.281348686	-0.375345168	0.707403778	0.996878686
CG1227	155.6181143	-0.161210712	0.223586854	-0.721020531	0.470896883	0.969981211
Obp84a	25.85596318	-2.007774815	0.860235803	-2.333981924	0.019596668	0.339944179
Gld	64.53474594	0.133532063	0.38240922	0.349186305	0.726949447	0.996878686
rn	394.0814381	0.016007996	0.151613846	0.105583997	0.915912422	0.997504077
CR44334	10.08262069	0.17373348	0.80118996	0.216844305	0.828329683	0.997016825
CG1142	60.93900006	0.04451528	0.434461733	0.102460761	0.918390957	0.997504077
scaRNA:MeU5-C46	2.017548042	-2.876066926	2.241426014	-1.283141584	0.199442477	0.869100191
snRNA:7SK	45.83825263	-0.283795822	0.401169833	-0.707420644	0.479305111	0.970518668
alpha-Est10	67.35706316	0.610363159	0.398349202	1.532231407	0.125465341	0.769595358
CG42656	5.223299169	2.518119415	1.516888401	1.660055818	0.096903224	0.707249471
alpha-Est9	463.5355328	-0.00606647	0.146991817	-0.041270802	0.96708001	0.99897042
alpha-Est8	151.501104	0.23283251	0.222032977	1.048639316	0.294344153	0.934197206
alpha-Est7	270.6557186	0.248412004	0.248317885	1.000379026	0.317127116	0.941564226
Rtnl2	1.797252871	1.6122966	2.325114062	0.693426884	0.488041696	0.971266515
alpha-Est5	47.39572657	0.31179826	0.462451819	0.674228638	0.500165965	0.975525757
alpha-Est3	49.57116868	0.015487641	0.374784963	0.041324072	0.967037543	0.99897042
alpha-Est1	36.19509154	-0.252185216	0.580553972	-0.434387202	0.664007289	0.994541529
Nlg3	1083.710406	-0.113803597	0.166615003	-0.683033311	0.494585794	0.972146587
CR44332	125.0633962	0.030993896	0.391341235	0.079199158	0.936874214	0.997504077
pyd3	259.0832253	-0.158954041	0.186840742	-0.850746142	0.394910386	0.951908848
CG18747	16.5155833	1.341371774	0.681752178	1.967535736	0.04912148	0.541611502
CG18745	14.4726591	3.196017955	0.993443119	3.217112177	0.00129488	0.052079665
CG18748	5.04053579	2.446003042	1.319185391	1.854176872	0.06371386	0.611123544
CG18746	3.996230515	5.171483647	1.758036398	2.941624902	0.003264951	0.104105869
CG18744	21.70072803	2.553407521	0.65739931	3.884104349	0.000102708	0.005831825
CG3014	49.12823934	-0.042862	0.448125622	-0.095647288	0.923800707	0.997504077
CG2993	2110.828628	-0.030327416	0.158040137	-0.191896921	0.847822949	0.997408062
CG17816	5518.126007	-0.090100565	0.126580281	-0.711805696	0.476585105	0.970518668
mRpS9	470.0755354	0.179126943	0.155148819	1.154549188	0.248275085	0.906616351
EMC1	823.4367192	0.078694586	0.122416626	0.642842304	0.52032643	0.978975836
Prat	90.78729126	-0.019359021	0.320162252	-0.060466281	0.951784271	0.997973223
CG2846	964.3058409	0.08437993	0.123253975	0.684602099	0.493595042	0.971845637
dsx	54.62023603	0.419375957	0.361668184	1.159559992	0.246227998	0.905104725
CD98hc	1771.218648	-0.206093359	0.108821829	-1.893860448	0.058243536	0.591539473
CG2781	175.2467417	0.253105458	0.761916845	0.332195645	0.739741532	0.996878686
Kmn2	11.62948848	1.678223353	0.806277293	2.081446877	0.037393022	0.47154288
CG2767	314.5537874	0.249512397	0.197826564	1.261268414	0.207212157	0.875280742
CG11052	20.12977051	-0.682502351	0.598442118	-1.140465101	0.254092584	0.911350999
CG10435	747.4919021	-0.005412626	0.143583587	-0.03769669	0.969929515	0.999294086
CG2747	1382.919092	-0.06897447	0.113813272	-0.606031865	0.544493594	0.98504777
CG11035	261.969871	0.347878179	0.21148032	1.644967146	0.099976586	0.713624244
CR44331	10.64778301	0.181304008	0.808427287	0.224267552	0.822549123	0.997016825
CG9667	904.3136642	0.197815344	0.119044917	1.661686611	0.096575627	0.707249471
grn	44.56919141	0.173520774	0.467895952	0.370853333	0.710746775	0.996878686
Ada2b	604.8459424	-0.07732067	0.160728214	-0.481064698	0.630470517	0.994541529
CG9636	309.4460034	0.058749792	0.178591777	0.328961351	0.742184901	0.996878686
RpA-70	516.8400123	-0.047984804	0.138792833	-0.345729694	0.729545866	0.996878686
CG9630	52.39780734	0.518090369	0.389338329	1.33069449	0.183289557	0.850970055
CG11672	545.1795611	5.080811756	0.686157442	7.404731686	1.31E-13	3.77E-11
CG9626	4.381743072	0.692763525	1.212881328	0.571171729	0.56788324	0.987157993
nac	94.51779387	0.128069114	0.334265122	0.383136336	0.701618679	0.996878686
Sgt1	2078.772546	0.028650253	0.111680697	0.256537198	0.797536061	0.996878686
tex	91.17091241	0.505590005	0.289522765	1.746287566	0.080760995	0.658617702
Coq2	230.7660379	-0.306432982	0.201092481	-1.523841072	0.127548417	0.772608292
Poxm	6.82008705	1.493646633	3.144194881	0.475049	0.634752048	0.994541529
COX7A	18060.65646	0.31184474	0.355725472	0.876644393	0.380679819	0.949954952
CG9601	312.9688838	0.044893804	0.159479444	0.281502134	0.778325292	0.996878686
CG9684	40.80229316	0.040521852	0.374670903	0.108153187	0.913874178	0.997504077
CG45263	2775.249364	-0.095470976	0.147009424	-0.649420789	0.51606643	0.978975836
Obp85a	10.56113373	-0.705878093	0.760031896	-0.928747986	0.353019706	0.94703138
CG11741	28.1718551	0.505395019	0.562971995	0.897726749	0.369331245	0.947906187
pch2	130.6227748	-0.221513497	0.235343455	-0.941235001	0.346584444	0.945052292
mRpS18A	487.4292882	0.060653041	0.139046929	0.436205542	0.662687607	0.994541529
CR44291	36.22318723	-0.677660746	0.43149603	-1.570491266	0.116300865	0.75210249
Cyp313b1	5.251747926	-0.415869871	1.112360422	-0.373862521	0.708506602	0.996878686
Mkk4	3104.808905	-0.150436187	0.141852459	-1.06051166	0.288911888	0.93233523
Dhod	189.4015366	-0.123007442	0.2074506	-0.592948115	0.553215876	0.985587819
CG42489	576.1840425	-0.380345662	0.185301767	-2.052574393	0.040113873	0.491850412
bel	1021.020831	-0.138471748	0.16158363	-0.85696644	0.391463432	0.951192345
p	1054.709078	-0.145456902	0.123122873	-1.181396269	0.23744534	0.895560942
CG9773	3413.299893	-0.005885468	0.095325848	-0.061740531	0.950769463	0.997973223
hb	50.14373302	0.020858583	0.367142095	0.056813379	0.954693856	0.997973223
Cks85A	186.4537617	0.232322908	0.220280213	1.054669887	0.291576329	0.93233523
ranshi	34.11354229	0.947462858	0.46186554	2.051382439	0.040229718	0.49211883
M1BP	234.4676211	-0.038468312	0.210576356	-0.182681063	0.855048276	0.997408062
CG9801	611.1456326	0.06074843	0.145485994	0.417555175	0.676272376	0.995240484
CG34135	969.6530869	0.053805634	0.160453769	0.335334183	0.737373011	0.996878686
CG11768	990.4682828	0.061375113	0.160447126	0.382525472	0.702071639	0.996878686
CG13318	10.48744395	-1.870100236	0.784660157	-2.383325087	0.017157036	0.314092078
Pif1A	3795.393102	-0.313923914	0.088287993	-3.55568072	0.000377002	0.018031549
Pif1B	3793.076204	-0.314186536	0.0883554	-3.5559404	0.000376629	0.018031549
CG9839	91.52998831	0.429816741	0.310340987	1.384982195	0.166057912	0.825086811
CG9837	182.9244739	-0.14627638	0.2214297	-0.660599639	0.5088691	0.978975836
CG9821	13645.74499	0.000790366	0.180602387	0.004376278	0.996508247	0.999976122
IscU	11482.98717	-0.063946157	0.093005234	-0.687554394	0.491733436	0.971317483
pyd	1909.618519	-0.122855171	0.187333955	-0.655808347	0.511947445	0.978975836
CG11964	141.5749242	-0.068838266	0.235079539	-0.292829679	0.769652342	0.996878686
RagA-B	745.407464	0.01036919	0.153624438	0.067497009	0.946186043	0.997504077
E(var)3-9	412.4771352	0.038712211	0.172032733	0.225028168	0.821957361	0.997016825
CG31100	158.1882634	-0.370541973	0.232064638	-1.596718809	0.110328401	0.740002754
Prosbeta3	617.0196684	0.009116439	0.130125731	0.070058696	0.944146942	0.997504077
CG11984	84.75165822	-0.379677327	0.274169976	-1.384824601	0.166106107	0.825086811
CG11985	1270.549245	0.317800362	0.145706117	2.181105148	0.02917564	0.419746443
tgo	834.1352026	-0.036483251	0.127246161	-0.286713967	0.774331343	0.996878686
neur	103.9486101	0.154011939	0.263494237	0.584498323	0.558885093	0.98589445
Nmdmc	348.1589666	-0.076485054	0.17371756	-0.440283952	0.659731463	0.994541529
Rel	301.8544233	-0.015160769	0.207309868	-0.073130954	0.94170191	0.997504077
beag	634.7033064	0.075993704	0.199805039	0.380339278	0.703693583	0.996878686
pum	15714.60979	-0.096163145	0.116549447	-0.825084527	0.409323604	0.957372399
D1	3127.426372	-5.35E-05	0.110943764	-0.000482042	0.999615386	0.999976122
Vps15	639.1824931	-0.016066438	0.135374212	-0.118681674	0.905527556	0.997504077
Ibf2	44.19082831	0.630120865	0.36813997	1.711633936	0.08696415	0.681968498
sage	130.4362861	-0.068253941	0.244531906	-0.279120801	0.78015212	0.996878686
TrpRS	303.6287212	-0.229448361	0.191625737	-1.197377582	0.231159418	0.892923082
CG8861	4688.703999	-0.191859681	0.104008861	-1.844647453	0.065088839	0.612146409
CG16749	33.05143359	-0.42459196	0.445354547	-0.953379644	0.340397751	0.94455994
CG8866	2481.994908	-0.000548228	0.106448777	-0.005150161	0.995890784	0.999845721
CR43301	24.01075924	0.57152418	0.49936409	1.144503963	0.252414695	0.909768309
FER	208.4590537	-0.297213952	0.233427595	-1.273259714	0.202925897	0.871161256
CG34117	773.5099406	0.122928592	0.126594867	0.97103931	0.331528704	0.943736445
RpL34b	1321.660085	0.075843221	0.115809199	0.654898068	0.512533384	0.978975836
CG9356	168.1382991	-0.03701941	0.211226923	-0.175258957	0.86087616	0.997504077
betaTub85D	59.24345579	-0.263309533	0.325606303	-0.808674559	0.418702365	0.958317915
Task7	4206.770922	-0.233119204	0.105613601	-2.207283934	0.027294229	0.404762742
GstZ1	143.258511	0.233312663	0.223706948	1.042938828	0.296976625	0.934565153
GstZ2	836.5648896	-0.019871302	0.136356091	-0.145730946	0.884133791	0.997504077
CG16779	6673.007206	-0.053578721	0.112533612	-0.476113048	0.633993841	0.994541529
RhoL	186.5245873	0.444202674	0.245738766	1.807621486	0.070665432	0.631587167
rump	975.5450233	0.040868217	0.121634044	0.335993244	0.736875961	0.996878686
Ras85D	2244.496062	0.132528201	0.149927721	0.883947283	0.376724671	0.949171798
mRpL47	370.4627413	0.018512096	0.151661128	0.122062232	0.902849732	0.997504077
by	333.5024218	0.279670598	0.167276531	1.671905772	0.094542905	0.70495545
mura	4414.855095	0.081029522	0.10884212	0.744468429	0.456593134	0.966335639
CR42549	563.0432136	-0.109144272	0.14526848	-0.751327972	0.452455299	0.96590517
CG9386	153.1482105	0.038838617	0.209399656	0.185476032	0.852855678	0.997408062
AP-1mu	1344.599859	-0.019978148	0.134209179	-0.148858279	0.881665463	0.997504077
CG9393	242.9127943	0.29569051	0.198052949	1.492987161	0.135440548	0.784299412
CG16790	106.0678036	0.211928709	0.251424469	0.842912029	0.399277645	0.954567304
CG9396	37.56198053	0.613177308	0.417375834	1.469125085	0.141798865	0.788815677
CG9399	2779.066576	0.161112847	0.101632677	1.585246516	0.112910336	0.743745201
Kap-alpha3	996.4330214	-0.056886682	0.123078755	-0.462197413	0.643939758	0.994541529
bocks	492.1939852	0.188326382	0.155777304	1.208946216	0.226683509	0.891366016
CG9427	44.38574076	-1.409677544	0.561727005	-2.509542056	0.012088782	0.250211866
Calr	1890.489584	0.120538219	0.138890978	0.867862124	0.385469816	0.951192345
Scm	1751.918704	-0.241134283	0.102091253	-2.36194851	0.018179167	0.32496026
Fst	989.1037633	4.127749937	0.934468974	4.417214538	1.00E-05	0.000769274
CG9492	12.70393689	-1.43539832	0.860335897	-1.668416168	0.095233141	0.705638174
CG9444	7.021023405	-0.877543096	0.918446859	-0.955464203	0.339343	0.944327202
eca	988.2289313	0.083790365	0.143034177	0.5858066	0.558005488	0.985587819
Unc-115b	159.0237738	-0.213913993	0.210282452	-1.017269823	0.309025088	0.935168048
p24-2	159.0237738	-0.213913993	0.210282452	-1.017269823	0.309025088	0.935168048
Unc-115a	216.0884521	-0.118868227	0.210844138	-0.563772975	0.572908646	0.987516676
trbd	147.4720066	0.238963276	0.228433506	1.046095558	0.295516916	0.934197206
hyd	706.7810411	0.05595695	0.150659829	0.371412541	0.710330286	0.996878686
FoxP	1652.859824	0.099518594	0.107635313	0.924590558	0.355178926	0.94703138
CG12950	563.5141835	-0.010084858	0.143744297	-0.070158319	0.944067649	0.997504077
CG34409	1005.844847	-0.159110135	0.125948635	-1.26329384	0.206483599	0.874220752
CG12948	1247.978558	-0.136515421	0.111809848	-1.220960616	0.222100932	0.891366016
CG16908	73.64054092	0.332353109	0.344433798	0.964925947	0.334581904	0.943736445
Snap24	3165.205346	-0.304662444	0.118797834	-2.564545437	0.010331105	0.228977089
MED6	305.2696496	0.075600225	0.177070709	0.426949358	0.669416214	0.994541529
CG9471	859.447375	0.213844234	0.13786017	1.551167638	0.120861515	0.762912965
Whamy	27.57637637	0.255021908	0.488805337	0.521724885	0.601861896	0.994022338
MtnA	28517.7728	-0.189067411	0.101369994	-1.865122052	0.062164298	0.604451024
CG12945	656.6826813	-0.1362164	0.161510967	-0.843387926	0.399011522	0.954567304
CG9467	1593.616969	-0.097677876	0.104391628	-0.935686874	0.349434431	0.946277818
FBXO11	1242.277997	0.051453503	0.139928634	0.367712467	0.713087644	0.996878686
CG16904	2.160863155	-1.430177819	1.88588061	-0.758360742	0.448235053	0.965618323
CG9458	0.993275692	-1.703527398	2.735719522	-0.622698118	0.53348292	0.981460152
Teh1	1554.110113	0.137728104	0.111546499	1.234714716	0.216936697	0.889392877
Art4	126.5072528	0.048616243	0.270919624	0.179448952	0.857585197	0.997504077
CG5359	134.5892208	0.189014152	0.245786983	0.769016118	0.441883742	0.963995341
Mical	3366.432441	0.209845417	0.101415132	2.069172645	0.038529889	0.480176477
CG11722	347.550147	0.057247204	0.170396163	0.335965338	0.736897005	0.996878686
CG12811	467.8096644	0.140456771	0.168945029	0.831375577	0.405761492	0.95592978
Fancl	24.96526026	-0.379774313	0.551972805	-0.688030841	0.49143336	0.971266515
Fmr1	370.6332517	-0.033853548	0.177012534	-0.191249442	0.84833017	0.997408062
gammaSnap2	318.4599243	0.163599805	0.177830685	0.919975113	0.357585765	0.94703138
knk	10.7229302	-0.720682664	1.049992198	-0.686369542	0.492480106	0.97132693
tws	2848.613193	0.031384835	0.132387342	0.237068243	0.812603849	0.996878686
TAF1B	95.51204858	0.08693788	0.280724433	0.309691176	0.756795813	0.996878686
CG6254	281.3104595	-0.170781431	0.18431626	-0.92656736	0.354151208	0.94703138
Best1	267.6389582	-0.076951504	0.173557009	-0.44337883	0.657491746	0.994541529
CG12814	315.762191	0.45528826	0.253994421	1.792512837	0.073050855	0.638924197
Timp	670.3133116	0.02109036	0.149506601	0.141066414	0.887817476	0.997504077
CG12817	374.2642506	0.100832717	0.146743295	0.687136789	0.491996533	0.971317483
Sirt6	11.00042956	-0.086384947	0.853133975	-0.101256016	0.919347231	0.997504077
CG6293	238.8340015	0.218685788	0.24114688	0.906857213	0.36448231	0.947053134
Bruce	797.8279458	0.079737407	0.148651552	0.536404807	0.59167881	0.991258051
Rfx	207.3294623	0.171480416	0.198182491	0.86526522	0.386893236	0.951192345
CG6325	453.0961298	0.109243439	0.158662272	0.688528138	0.491120257	0.971266515
Irp-1B	2168.921081	0.040530746	0.10230606	0.396171512	0.691978506	0.996878686
CG6345	99.6880611	0.074920725	0.264587673	0.283160302	0.777053958	0.996878686
hth	6136.927934	-0.263242863	0.139669503	-1.884755489	0.059462857	0.593979262
CG6465	1166.676137	0.141804506	0.213408027	0.664475969	0.506385725	0.97828329
CG14688	1659.17626	0.088456452	0.099517369	0.888854412	0.374081329	0.948381821
CG31467	59.57365724	-0.395165568	0.391509655	-1.009337991	0.312812566	0.938286669
CG31278	69.51792575	-0.210493176	0.382280929	-0.550624318	0.581891235	0.990147618
TkR86C	554.6084867	0.003560287	0.145990451	0.024387123	0.980543819	0.999294086
CG31272	50.24337247	-0.313889081	0.487391121	-0.644018874	0.519563195	0.978975836
MED7	176.5198493	0.044142268	0.205063703	0.215261244	0.829563644	0.997016825
TfIIFbeta	234.7650002	-0.031469506	0.203237129	-0.154841321	0.876946414	0.997504077
CG45076	177.6591056	0.0423934	0.372084331	0.113934924	0.909289381	0.997504077
fau	256.0552149	0.326110688	0.57712332	0.5650624	0.572031322	0.987516676
CG45078	259.5948148	0.27551369	0.579113179	0.475751027	0.634251763	0.994541529
CG42633	14.85326486	-0.277325112	0.7817782	-0.354736307	0.722787148	0.996878686
mRpL37	285.374244	0.214104086	0.235831249	0.907869872	0.363946977	0.94703138
Art1	1122.244804	-0.277454371	0.121339534	-2.28659499	0.022219474	0.36503111
CG14692	37.70217416	-1.067422434	0.620900749	-1.719151469	0.085586795	0.676161153
CG6567	480.1667755	0.180193951	0.187402983	0.961531923	0.336284783	0.943736445
CG14694	43.98626385	0.200614842	0.38506705	0.520986779	0.602375982	0.994171265
CG6574	471.1042713	0.149805967	0.162285711	0.92310017	0.355955006	0.94703138
SelR	7123.360433	0.179962723	0.150176005	1.198345383	0.230782585	0.892923082
Fdh	1081.77112	0.058978082	0.159731479	0.369232678	0.711954301	0.996878686
CR45195	25.17191598	-0.016667035	0.544827547	-0.030591395	0.975595404	0.999294086
CG14695	7.402630744	-0.131291687	0.9494089	-0.13828782	0.890012951	0.997504077
Tpc1	384.1947337	0.191313585	0.150203834	1.27369309	0.202772206	0.871161256
CG14696	168.0441191	-0.299308534	0.227164473	-1.317585142	0.187642562	0.85581069
Adk3	199.0705332	0.02789619	0.25797369	0.108135796	0.913887974	0.997504077
CG6621	542.2185926	0.021503375	0.16438357	0.130812191	0.895923879	0.997504077
CR45577	28.42497383	0.777279154	0.599092917	1.297426713	0.194484406	0.864755203
Ugt86Dd	175.4915414	-0.545408443	0.250337855	-2.178689446	0.029354746	0.419746443
Ugt86Di	75.09850925	-0.503905875	0.356628357	-1.41297198	0.157663963	0.810384988
Ugt86De	65.52889536	-0.415152466	0.347390661	-1.195059373	0.232063833	0.892923082
Ugt35b	4219.477416	-0.173497562	0.114814842	-1.511107446	0.130761078	0.776087828
Ugt35a	72.33287427	-0.310068316	0.326604889	-0.949368262	0.342433347	0.94455994
SdhC	5035.196255	0.105002776	0.092747717	1.132133261	0.257578413	0.911350999
ZnT86D	104.3655214	-0.143379742	0.267013586	-0.536975457	0.591284567	0.991258051
RpS25	13517.36528	0.018796542	0.099741105	0.188453312	0.850521311	0.997408062
CG6689	154.7224055	-0.023097088	0.225928998	-0.102231621	0.918572829	0.997504077
CG6693	1022.463035	-0.073573608	0.125691578	-0.585350336	0.558312175	0.985587819
CR31144	30.72605523	0.242490788	0.460067858	0.527076133	0.59814072	0.992489776
GCC88	265.9182882	-0.016779045	0.170144738	-0.0986163	0.921442928	0.997504077
CG17187	40.0866935	-0.002771149	0.386446958	-0.00717084	0.994278546	0.999569346
Arfip	194.1340438	0.050857605	0.230855735	0.220300375	0.825637228	0.997016825
CG17734	3636.110607	0.130453285	0.124925555	1.044248194	0.296370575	0.934565153
CR43283	1860.05778	0.637758511	0.119364541	5.342947784	9.14E-08	9.81E-06
CR46008	14.2049018	-2.056217494	1.063886998	-1.932740505	0.053268173	0.565036422
mgr	1410.639731	-0.113203786	0.117318432	-0.964927544	0.334581104	0.943736445
CG6723	6237.350342	-0.25047706	0.101282844	-2.473045274	0.013396717	0.267380341
ninaG	22.79333994	0.1331688	0.532228375	0.250209884	0.802425042	0.996878686
RpL24-like	3044.660131	-0.088905801	0.122288753	-0.727015352	0.467216551	0.96918539
CG6744	24.17721877	-0.032295679	0.581867177	-0.055503524	0.955737322	0.997973223
sals	56.42171701	-0.377598765	0.392913232	-0.961023287	0.336540459	0.943736445
PGRP-LB	204.5846279	0.094581485	0.214462322	0.441016791	0.659200841	0.994541529
dpr4	2524.194262	-0.216662507	0.103108913	-2.101297553	0.035614854	0.462862331
sea	4542.229239	-0.096748644	0.140419316	-0.688998113	0.490824455	0.971266515
fabp	27433.66379	-0.122847199	0.111702569	-1.099770582	0.271432093	0.923414719
CG6791	188.3727385	-0.038894251	0.207183384	-0.187728621	0.851089393	0.997408062
Jupiter	11207.99429	-0.138858626	0.10720978	-1.295204843	0.195249575	0.865258758
CG6808	61.99038168	-0.106553245	0.327195562	-0.325656144	0.744684529	0.996878686
CG6813	146.0220631	-0.211552289	0.249456252	-0.848053667	0.396408083	0.952699942
Csk	2947.876978	-0.010664571	0.094770504	-0.112530489	0.910402797	0.997504077
CG18476	268.7380168	0.043318787	0.177323722	0.244292115	0.80700459	0.996878686
Taf12	992.5786988	-0.029822145	0.136411193	-0.218619488	0.826946471	0.997016825
