gene	log2FoldChange
GNBP2	-0.013837242
CG5726	-0.013728227
CG10483	-0.013630228
CG14464	-0.013533681
CG32425	-0.013247969
CG7488	-0.013211563
CG31550	-0.013141523
Rpn9	-0.013096237
CR44054	-0.013003423
Ant2	-0.012999422
sei	-0.012949556
CG9154	-0.012899959
CG4364	-0.012865329
sqh	-0.012767401
CG14787	-0.012698324
CG1161	-0.012608148
ssx	-0.012475547
RpS24	-0.012391122
CG31988	-0.012325723
z	-0.012279872
CG12163	-0.012189983
CG6685	-0.012163139
bun	-0.012141167
Dif	-0.012038528
CG9705	-0.012032446
Pfdn4	-0.011985814
CG3348	-0.011985406
CG40228	-0.01197778
CG4678	-0.011977507
pad	-0.011972334
PR-Set7	-0.011969979
CG14341	-0.011926099
CG10576	-0.011879115
car	-0.011737693
DopEcR	-0.011701896
UQCR-C2	-0.011648106
scrib	-0.011574672
Cerk	-0.011574344
Sardh	-0.011551215
NPF	-0.011313448
Reph	-0.011241149
xit	-0.01104277
CG4951	-0.010967235
CG32772	-0.010858211
CG34371	-0.010841229
Rab27	-0.010780974
shep	-0.010720633
Sirt4	-0.010697136
Csk	-0.010664571
AOX3	-0.010659627
Rtnl1	-0.010603467
jet	-0.010511192
Hex-A	-0.010477324
CG13855	-0.010463799
CG31323	-0.010404244
stas	-0.010377787
blw	-0.010204266
Bug22	-0.010111011
ari-1	-0.010104878
Mis12	-0.010086585
CG12950	-0.010084858
CG16812	-0.01007887
CG5611	-0.01006054
ND-B22	-0.00996794
l(3)03670	-0.009928862
Idgf6	-0.009769703
CR44127	-0.009755258
cactin	-0.009670667
CG11456	-0.009660972
sqd	-0.009604015
CG12123	-0.009540792
Patsas	-0.009460254
CG4025	-0.009395522
CG5458	-0.009373425
fog	-0.009364087
CG9109	-0.009341205
stwl	-0.009277789
eIF-1A	-0.009075026
CG14977	-0.009048321
CG1407	-0.00897369
MsR1	-0.008915374
cdm	-0.008874471
CG31207	-0.008836104
Drep1	-0.008816643
CG3630	-0.00852199
e(y)3	-0.008476346
CG15890	-0.008462746
CG17754	-0.00845
Plp	-0.008360776
RpL24	-0.008225597
snoRNA:Me18S-A28a	-0.00821294
CG15236	-0.008201558
CG3618	-0.008165078
CG2926	-0.008087653
E(spl)m4-BFM	-0.007955049
Dh44	-0.00792654
CG17065	-0.007894837
CycG	-0.007858829
Myb	-0.007678509
l(1)G0334	-0.0076266
Teh2	-0.007594521
stx	-0.00757004
Keap1	-0.007564203
CG42594	-0.00750907
Haspin	-0.007475147
Hdc	-0.007417856
CG6428	-0.007387149
CG5778	-0.007371098
Rpb10	-0.007316694
brn	-0.007316618
Syx17	-0.007304262
Rim	-0.007293867
CG2656	-0.007233813
Saf-B	-0.007230454
CG11873	-0.007160557
Gprk2	-0.007117277
ATPsynG	-0.006941617
CG15760	-0.006869136
kdn	-0.006864174
U26	-0.006816732
CG9674	-0.006786636
Nca	-0.006748664
CG30493	-0.006679313
Con	-0.006666908
dpr18	-0.00659904
Indy	-0.006515356
GM130	-0.006482861
sr	-0.006448132
Jheh2	-0.006397719
CG13319	-0.006362461
fbl	-0.006323545
QIL1	-0.006230135
metro	-0.006225238
CG12034	-0.006188544
Mat1	-0.00617993
alpha-Est9	-0.00606647
mRpL54	-0.00604317
CG5955	-0.006034095
SdhA	-0.005933537
CG9773	-0.005885468
CG11247	-0.005809309
CG17598	-0.005803511
TM4SF	-0.005799559
CG7156	-0.005687054
Epg5	-0.005613514
Atg7	-0.00556373
CG32521	-0.005558445
alpha-Man-Ib	-0.005521741
SmD2	-0.005520863
crq	-0.005483021
para	-0.005423266
CG10435	-0.005412626
DIP-epsilon	-0.005319226
CG3817	-0.005241829
Rs1	-0.005240345
CG30467	-0.005184667
Rpb8	-0.005163192
Rm62	-0.005162186
mRpS11	-0.005158429
sni	-0.00514119
mbf1	-0.005109076
CG5549	-0.005106606
CG33509	-0.005074068
CG9391	-0.005016217
Drat	-0.004915625
CG11885	-0.004905746
CG14880	-0.004896837
CG6903	-0.004874814
CG13654	-0.00484718
mamo	-0.00473462
Ugt	-0.004683968
ghi	-0.004564273
CG43222	-0.004527808
RnpS1	-0.004504321
CG10343	-0.004479698
Pka-R1	-0.004472907
cmpy	-0.004325075
CG4390	-0.004317506
Caper	-0.004279758
CG9422	-0.004236684
CG9304	-0.004230451
CG17075	-0.004147315
CG4822	-0.004146878
Tsp26A	-0.004111651
CG8301	-0.004094269
CG9016	-0.004084142
Pcl	-0.004039163
CG8207	-0.004022649
CG32700	-0.003974542
HDAC4	-0.003952134
eIF-3p66	-0.003898018
pigeon	-0.003837501
Sec63	-0.003820561
orb2	-0.003661713
pot	-0.003620449
CG6182	-0.003564668
sty	-0.003555731
Mos	-0.003545109
ValRS-m	-0.003406215
CG42797	-0.003328534
CR42861	-0.003303428
CG32163	-0.003277923
CG16717	-0.003213847
caps	-0.003196848
Bsg	-0.003115104
MED17	-0.00309681
VGAT	-0.003023546
CG14463	-0.00278761
CG17187	-0.002771149
CG4887	-0.002556485
Dmtn	-0.002415945
CG15084	-0.00233287
FK506-bp1	-0.002310317
Sec6	-0.002284799
CG8485	-0.002251416
CR44716	-0.002194842
Sec16	-0.00215752
zyd	-0.002102304
CG14657	-0.001980848
pnr	-0.001933019
CG14777	-0.001870646
Usf	-0.001857534
CG17202	-0.001805077
CR45009	-0.001790578
Dab	-0.001680589
Sec22	-0.001657766
CG14314	-0.001605462
CG8170	-0.001503027
ND-23	-0.001490216
CG4049	-0.00148909
Rcd1	-0.001464699
CG11070	-0.001431941
sesB	-0.00136888
ND-ASHI	-0.001346537
CG2010	-0.00131091
Syn1	-0.001242494
SCCRO3	-0.001131815
Prestin	-0.001018076
trx	-0.001010309
Egfr	-0.000927481
CG30122	-0.000887742
AIF	-0.000882498
CG1941	-0.000879247
RpL28	-0.000848871
Wbp2	-0.000840999
CG31176	-0.000807774
CG8116	-0.000688021
CR31451	-0.00063589
CG3376	-0.000624367
gce	-0.000549378
CG8866	-0.000548228
cac	-0.000391762
Smyd3	-0.000345063
CG5003	-0.000300288
AOX1	-0.000298814
CG2310	-0.000252533
CG14367	-0.000184001
Lrch	-0.000115637
PEK	-0.000111763
D1	-5.35e-05
Trs33	-4.81e-05
CG2254	-4.26e-05
MED30	-2.98e-05
CG14442	-9.17e-06
hfp	1.84e-05
CG42813	0.000108948
gem	0.000201065
CG46319	0.000201065
CG31473	0.000202808
PIP4K	0.000247021
dpr7	0.000362762
RFeSP	0.000399969
CG9018	0.000409765
CG1116	0.000417501
MED18	0.000462581
AstC-R1	0.000464155
CG5021	0.00049349
Usp10	0.000512948
CG2082	0.000585832
CG14903	0.000673582
CG42741	0.000678901
alpha-Cat	0.000719078
CG15771	0.000753169
CG9821	0.000790366
Girdin	0.000948104
Syx13	0.000988148
Ostgamma	0.001053646
TrpA1	0.001054706
KCNQ	0.001153736
sky	0.001157168
CG12104	0.001266201
CG7747	0.001346765
CG42671	0.001387776
CG5037	0.001408919
Adam	0.001461712
fu	0.001559756
CG4041	0.001566497
frc	0.001634885
CG32174	0.001634885
Hlc	0.001662097
slou	0.001683514
CG42342	0.001709375
mRpS35	0.001763681
CG31211	0.001780449
CysRS-m	0.001793432
CG9940	0.001793515
Zip71B	0.001962736
Pym	0.002011431
RpL21	0.002021711
zip	0.002038367
Ptp99A	0.002086826
RpII15	0.002113487
CG30394	0.002135032
Rab2	0.002202426
ZnT77C	0.002323409
Hel25E	0.002415004
Plod	0.002529077
gol	0.002534612
ND-B17.2	0.002536857
Sec10	0.002543899
Tsp3A	0.002588186
CG33116	0.002641056
mtt	0.002705208
CG42553	0.002798691
eIF4G2	0.002830984
CG33129	0.002905008
AP-2mu	0.002930423
pros	0.002932792
CG18011	0.003009633
Ahcy	0.003020977
CSN6	0.003025571
CG34376	0.003084728
5PtaseI	0.003131442
Letm1	0.003142842
sim	0.003149531
CG16704	0.003179559
RpS3A	0.003221025
CG7135	0.003237788
comm	0.003247704
CG17549	0.003253876
CG13894	0.003311498
CG1847	0.003326508
CG6488	0.003376472
Sod1	0.00346946
COX4	0.003506223
aux	0.003534579
TkR86C	0.003560287
PKD	0.003561231
Hsepi	0.003586941
Gem3	0.003589548
RanBP3	0.00380209
CG5390	0.003877632
CG43114	0.004059234
CG17680	0.004085451
Mhcl	0.004158645
Cngl	0.004222311
Hmg-2	0.004309789
CG34107	0.004355252
Tsp42Ek	0.00441382
emb	0.004519162
betaGlu	0.004535444
zfh1	0.004551678
Fdx2	0.004593494
REPTOR	0.00462626
CrebA	0.004775446
CR45197	0.004789903
Galphao	0.004796397
CG3756	0.004931278
SMC1	0.005067024
CG9323	0.005086325
GLS	0.005186958
CG32537	0.005210126
Nf1	0.005248532
CG45092	0.005259379
RpS4	0.005260833
Cchl	0.005350854
disco-r	0.005375224
CR44380	0.0053812
CG32262	0.005424233
mRpL52	0.005438182
CG2974	0.00547839
CG5059	0.005561616
CG30338	0.005574755
CSN7	0.005618664
cbs	0.005696006
Oatp30B	0.005785061
DCX-EMAP	0.005799918
RIOK2	0.005842709
lms	0.00592636
CG16989	0.006017286
CG13907	0.006074315
CG3223	0.006077786
NAT1	0.006091584
CR46268	0.006135814
Saf6	0.006157192
EndoGI	0.006177463
hook	0.006190942
CG40298	0.006229295
CG10559	0.006268928
fal	0.00631963
CG6830	0.006446385
CR45000	0.006548802
PI31	0.006590954
mRpL38	0.006593827
Synj	0.006627528
ZnT63C	0.006673006
CG17163	0.006734394
Cen	0.006736496
CG32109	0.006812889
tna	0.006969306
Hs3st-A	0.007068358
dsb	0.007068505
CG11695	0.007073477
Vha44	0.007114579
dpr5	0.00714927
CG12065	0.007150632
CG15784	0.007184046
CG3226	0.007506784
Usp39	0.007509771
ckd	0.007518505
exd	0.007543569
Ptpmeg2	0.007554632
galla-1	0.007564052
CR45028	0.007601324
CG13096	0.007657169
CG10803	0.007697701
CG33791	0.007781796
CG7461	0.007929354
Sec31	0.007943065
mxt	0.007977159
Syn2	0.008010765
betaggt-II	0.008027434
moi	0.008097654
CR44396	0.008106444
CR44832	0.008119062
RpL36A	0.00816121
CG42676	0.008242959
CG15701	0.008285046
CG10737	0.008301003
Tsp	0.008318979
CG3430	0.008382881
CR44042	0.008417726
M6	0.008447689
CG14102	0.008507372
CG5174	0.008549054
G9a	0.008576634
Mob4	0.008645132
CG13408	0.008831894
CG10809	0.008865209
CG4409	0.008886025
GSS	0.008937114
CR43641	0.008980618
Prosbeta3	0.009116439
porin	0.009128647
CG18107	0.009263178
CG34133	0.009286019
G6P	0.0093796
128up	0.009411543
eIF2B-alpha	0.009478511
CG9588	0.009481464
CG42382	0.009605888
bip2	0.009625053
Schip1	0.009689852
CG3634	0.00970074
Abi	0.009736225
CG1090	0.009799497
CG43897	0.009885355
CG6709	0.009954894
vig2	0.010073377
Hr39	0.010150155
Hel89B	0.010169469
Srp72	0.010267338
CG8414	0.010289343
RagA-B	0.01036919
nAChRalpha2	0.010421202
p130CAS	0.010474689
CG13168	0.010556791
Nmdar1	0.010652619
E2f1	0.010693512
l(2)SH0834	0.010737207
COX2	0.010868101
CG1416	0.01093203
CanA-14F	0.010955534
grp	0.011073093
Rdl	0.011082841
CG3587	0.011263469
CG14814	0.011286592
su(f)	0.011294879
Srp9	0.011373895
Cyp12e1	0.01138883
DCTN4-p62	0.011435659
CG13850	0.011474953
Ets65A	0.011498552
CDK2AP1	0.011570082
CG12333	0.011607161
CG7987	0.011654988
CG17028	0.011707908
Ca-beta	0.011720156
CG1998	0.011736337
CG17896	0.011739253
Or43b	0.011747854
Cnx99A	0.011769159
CG17904	0.01180454
CG12093	0.011870013
mus205	0.011929399
CG33774	0.011948971
CG11534	0.01203446
Med	0.012120694
CG31086	0.012124352
CG8173	0.012136679
Pomp	0.012149165
Prx3	0.012214204
CG8372	0.012444687
Arf79F	0.01245873
TrpRS-m	0.012520959
CG12056	0.012527131
ph-d	0.012551163
edin	0.012633853
E(spl)mbeta-HLH	0.012698421
CG11211	0.012748434
Maf1	0.012752493
CG8281	0.012767438
CG30156	0.012785981
Ptp4E	0.012833523
Irp-1A	0.012897141
VhaM9.7-b	0.012942477
CG10795	0.013016413
Ran	0.013069176
Bet1	0.013070275
CG15456	0.013099248
loco	0.013141259
CG3800	0.013232283
CG5903	0.013257004
CG7376	0.013277607
CG3436	0.013304936
CG31345	0.013321922
fidipidine	0.01332434
Clk	0.013331465
Vha26	0.013350352
cas	0.013394202
Lim1	0.013450017
ftz-f1	0.013579864
CG33170	0.0135811
Papss	0.013611141
lin	0.013616969
Srp68	0.013617497
tey	0.013650884
per	0.013690882
Mo25	0.013721274
Obp49a	0.013809031
CG11396	0.013837169
Fili	0.013840683
CG3631	0.01385334
dgrn	0.013893251
wech	0.013913964
CSN3	0.014022248
Atac2	0.014032179
AMPKalpha	0.014096048
Deaf1	0.014185007
CG5746	0.014190367
Cdk5alpha	0.0142546
CG5382	0.014300691
CG11309	0.01433358
CG6907	0.014380542
CG11906	0.014382974
Su(z)2	0.014401279
CG10602	0.014418414
Pkc98E	0.014427409
wts	0.014429511
goe	0.01448169
bug	0.014543287
CG6091	0.014602291
CG10731	0.014612568
CG4849	0.014681513
Rpn3	0.014734971
drongo	0.014785023
CG17807	0.014811271
CG4036	0.014877068
CG2260	0.014974547
CG9279	0.015023084
CG18178	0.01508177
Ubc6	0.015160816
Cyp4g15	0.015293579
CG32452	0.015295105
MetRS-m	0.015306097
cal1	0.015342633
Leash	0.015400088
Cap-D2	0.01540934
trv	0.015458135
alpha-Est3	0.015487641
TfIIA-L	0.015488234
rb	0.015613994
CG4991	0.015688258
CG5705	0.015771017
CG4239	0.015821263
prel	0.015940386
rn	0.016007996
PIP5K59B	0.01613597
CHMP2B	0.016150946
dpr17	0.016314886
Gbeta13F	0.01640392
Exo70	0.016411341
HLH3B	0.016506564
olf186-M	0.016517721
CG5886	0.01653257
Pex19	0.016555732
gdl-ORF39	0.016567396
Aps	0.01660148
CR44690	0.016657961
ifc	0.016703438
Tim10	0.016809568
CG42497	0.016809568
crp	0.016938999
Pex14	0.016946342
AspRS-m	0.017045229
CG10338	0.017150096
CG17841	0.017168328
C3G	0.017200872
iPLA2-VIA	0.017289171
ed	0.017291038
CG18336	0.017297633
ATPsyndelta	0.017308205
Git	0.01749935
spn-F	0.017518171
Sap47	0.017518227
CG14646	0.017527728
Tango14	0.017599504
CG11892	0.017649012
CG1317	0.017809696
CG11902	0.017830423
CR45312	0.017895498
Prpk	0.017996761
RpL27	0.018010906
CG1647	0.018021669
Pfk	0.018075351
CG41128	0.018141691
St3	0.01818295
CG42455	0.018190586
vnc	0.018190586
CG6015	0.018202338
CG7656	0.018218491
obe	0.018269086
CG4730	0.018340492
CG17777	0.018353225
CG11739	0.018356889
CG10639	0.018438806
mRpL47	0.018512096
ATPsynE	0.018552958
CG14232	0.01860936
Fur2	0.018611954
CG11562	0.018612404
Asator	0.018614449
TrissinR	0.018746966
CG4872	0.018765996
RpS25	0.018796542
Cyp6a13	0.01885512
CG12237	0.018924402
Arpc2	0.018959143
CG14526	0.01899386
CG11076	0.019050099
PDCD-5	0.019231839
CG5844	0.019234421
scat	0.019305074
svr	0.019308731
CG42323	0.019361207
rin	0.019471468
Dic1	0.01948426
CG11178	0.019522887
HmgD	0.019523005
nAChRbeta1	0.019547929
Hmu	0.019561824
uif	0.019594525
Grip128	0.019655505
CG42359	0.019791466
CG45050	0.019914171
didum	0.020022832
nudE	0.020057765
sNPF	0.020075567
ey	0.020113831
SmE	0.020141097
CG9911	0.020148043
Pgm	0.020259417
Bdbt	0.020261311
bon	0.020264006
pasha	0.020275681
coro	0.020430923
GABA-B-R3	0.020454003
CG1578	0.020498318
CG8607	0.020508875
CG7456	0.020599706
CR45527	0.020674106
CG6734	0.020678975
Pcf11	0.020685754
CG7772	0.020728374
pre-lola-G	0.02074875
RpL40	0.020852581
hb	0.020858583
crc	0.020924452
Parp	0.020956117
RpL13	0.020972274
retm	0.021088654
Timp	0.02109036
CG6674	0.021222194
Tsp42Ef	0.021249485
CG33941	0.021364945
Galphai	0.021401534
Arl5	0.021424669
brk	0.021449098
CG30159	0.021481942
CG6621	0.021503375
GluClalpha	0.02153725
cdi	0.021574072
Ac76E	0.02175483
CG7265	0.021839554
Grip91	0.021856916
CG30356	0.021889103
CG33199	0.021916143
Zir	0.021924577
or	0.021949308
CG30010	0.021963587
bru2	0.021999226
CG8177	0.022002179
SF2	0.022015265
Chrac-16	0.022033131
Slc45-1	0.022065775
CG18135	0.022093366
CG7945	0.022115973
rush	0.022394115
CG2034	0.022497458
CG9795	0.02253222
CG14543	0.022543474
CG17292	0.022560333
Taf10b	0.022633781
CG34140	0.022634999
Mkp	0.022634999
CG32225	0.022642043
ste24a	0.022669958
Vamp7	0.022675295
CG9175	0.022679827
isoQC	0.022699245
CG4670	0.022702225
Cul3	0.02275182
CG13163	0.022755851
kek4	0.022791356
Nipsnap	0.022851397
unc-13-4A	0.022908736
Cyp4e3	0.022938979
Lkb1	0.023077176
DNA-ligI	0.023089003
ApepP	0.023094327
Cad87A	0.023107407
RpL7	0.023177729
CG12994	0.023336831
CG42322	0.023362069
Mocs1	0.023449317
mdlc	0.023568553
Pi4KIIalpha	0.023586337
CG46314	0.023680595
CG2246	0.023706807
Unc-76	0.023729128
cag	0.02379756
CG12413	0.02381963
otp	0.023878774
Mrtf	0.023881813
beat-IV	0.02406809
Blos3	0.024085101
CG42271	0.02410298
CG8188	0.024139096
CG6073	0.02417261
PpD3	0.024210485
Kdm4B	0.024249462
CG10375	0.024251912
rdgB	0.02429318
CG14234	0.024320625
RpL6	0.024398445
CG4538	0.024445523
CG13759	0.024577997
nonA-l	0.024622804
Tace	0.024641069
CG10077	0.024672634
CG5377	0.024698374
a	0.024881681
AP-1gamma	0.024949681
Cfp1	0.025020932
Dgp-1	0.025122029
CG15432	0.025125142
CR45706	0.025207789
CG8034	0.025227449
CG9849	0.025311128
DCTN5-p25	0.025319036
RpS9	0.025337617
CG7903	0.025343097
Pka-R2	0.02536372
Abp1	0.025426052
CG17294	0.025446532
CG5147	0.025451001
FIG4	0.02551791
CG6144	0.025552071
nAChRalpha3	0.025573247
CG4338	0.025588457
CG1824	0.025591386
CG14174	0.025642323
CG5022	0.025690885
CG2371	0.025710138
Rpb5	0.025832417
CG8578	0.02584186
sktl	0.025958806
mag	0.025964647
Cul1	0.025967746
CG9098	0.026131331
CG15617	0.026157021
CG2016	0.026164482
Obp57d	0.026234431
CG8389	0.026272293
CG15912	0.026316525
CG30392	0.026355964
Crz	0.026490776
how	0.026547122
CG42699	0.026557559
CG3104	0.026562833
eag	0.026589739
PI4KIIIalpha	0.026650077
CG15202	0.02667866
CG1665	0.026707087
CR44294	0.02675127
SCCRO	0.026772157
D	0.02677728
br	0.026778218
RpII33	0.026814826
Vha68-1	0.026927871
CG5589	0.026929292
Ski6	0.027084722
acj6	0.027141053
PrBP	0.02714851
CR45994	0.027252887
RpL10	0.027286317
l(3)neo43	0.027340476
CG43092	0.027440168
CG3703	0.027453091
Rcc1	0.027463449
geminin	0.027531556
s-cup	0.027599684
CG14286	0.027889269
CG42361	0.027890887
Adk3	0.02789619
Scox	0.027957174
CG1299	0.027984068
CG7453	0.028145205
hng1	0.028174043
CG31300	0.028184468
Eip78C	0.028266868
cert	0.028353168
CG8032	0.028361389
Prp19	0.028522016
Mst85C	0.028538306
CG14438	0.028585393
Sgt1	0.028650253
CG6878	0.028656473
Idgf3	0.028722159
Cisd2	0.02874908
CG11486	0.028761278
CG14937	0.028799589
CG14812	0.028870574
Tango9	0.028930147
CG11760	0.028931411
CG3651	0.0290173
CG3165	0.029076843
SelG	0.029241741
Sur-8	0.029259091
CG18766	0.029287716
CG14200	0.029352437
CG3356	0.029399383
Su(Tpl)	0.029429548
CG7059	0.029438282
CG8249	0.029443576
CG3689	0.029483065
RpS17	0.029514235
CG4716	0.029533093
HPS1	0.029544512
CR44178	0.029591902
CG17270	0.029600317
CG10494	0.029611845
kappaB-Ras	0.029615519
CG30503	0.029615519
CG10889	0.029623417
CG9044	0.029688571
cpb	0.029705906
EMC3	0.029717495
UBL3	0.029734272
fkh	0.029734316
Bmcp	0.029804347
CG6686	0.029862349
GILT2	0.029890503
Bx42	0.02999484
CG14480	0.029995611
rols	0.030015229
Nnp-1	0.030087295
Reg-5	0.030098191
Non3	0.030238297
CR45517	0.030337208
gus	0.030385728
fne	0.030461103
CG32755	0.030589721
ND-SGDH	0.030607501
CG8229	0.03062151
Vps16A	0.030652552
CG30183	0.030685029
ubl	0.030708817
Ncoa6	0.03076311
GstE13	0.030786741
rad	0.030790731
ix	0.030831006
DIP-eta	0.030840634
Gnf1	0.03084159
CG6836	0.030878221
por	0.030890257
CR44332	0.030993896
Membrin	0.031065035
CG2064	0.031206085
CG4497	0.03128342
CG13366	0.0313209
CG13994	0.03133343
tws	0.031384835
CG5946	0.031399167
bves	0.03141364
endos	0.031469554
Pdfr	0.031476589
CG13008	0.031510895
CG4101	0.031542618
lmgB	0.031565738
CG3803	0.031606148
CG7927	0.031623673
CG11474	0.031633654
ND-30	0.031757153
Aatf	0.031759284
CG8009	0.031778084
CG15237	0.031779124
Smox	0.031968094
mir-2492	0.032039045
CG10383	0.032054464
CG4078	0.032060999
CG4585	0.032130608
Arv1	0.032141691
CG6762	0.032150114
Tasp1	0.032205007
CG31189	0.032345989
CG1646	0.032354513
RpL29	0.032400668
CSN1b	0.032587376
CG14215	0.03276657
CG11444	0.032794738
gfzf	0.032934883
CG14229	0.032947453
Shab	0.033011773
Desat1	0.033095858
CG33331	0.033102587
Hs2st	0.033134172
HP1b	0.03316761
CG11321	0.033209558
CG10616	0.033240933
Toll-6	0.033283195
zetaCOP	0.033311488
RpL7-like	0.033378634
CG34164	0.033378634
dnk	0.033413485
CG7627	0.033504789
ena	0.033568083
CDC45L	0.033652441
Ttc19	0.033659526
Gbp1	0.033687365
CG11975	0.033712583
CG14667	0.033735524
CR43910	0.03375643
CG8353	0.033774591
CG32407	0.033795314
LysRS	0.033877407
CG34180	0.03412114
Herp	0.034129165
Got1	0.034267082
Ptp69D	0.034299267
Karybeta3	0.034325952
RpS27	0.034416684
CG4407	0.034448976
CG9541	0.034451948
CG2765	0.0344894
mRpL9	0.034514243
CG11353	0.034562928
CG8569	0.034616823
RpS10b	0.034630061
CG4553	0.034674944
CG3328	0.034720182
CycB3	0.03474082
CG5621	0.034832943
CG17059	0.034861127
cwo	0.034877264
eIF2B-epsilon	0.034877915
Nsun2	0.03489012
wash	0.034891478
CG6650	0.034916902
CG31704	0.034931833
dpr13	0.034933311
CG7382	0.034980914
mRpL44	0.03501283
CG8236	0.035244287
cnn	0.035309423
Cpr76Bc	0.035573962
RhoU	0.03558013
CG13603	0.035588306
gig	0.035626936
jigr1	0.035708544
RpL37A	0.035792019
Tak1	0.035805283
CG10804	0.035811661
Pms2	0.035822436
dally	0.03587216
CG6040	0.035903353
bw	0.036011727
CG6454	0.036051525
CG42446	0.036089733
Fs(2)Ket	0.036098593
wac	0.036138967
CrzR	0.036154535
TfIIEbeta	0.036248818
CG17931	0.036253292
CG4968	0.036267358
CG11576	0.036404832
MFS14	0.036422429
CG6983	0.036516793
Taf1	0.036649149
CG17385	0.036710412
Bka	0.0367305
Vkor	0.036733554
RpL23	0.03674063
CG6843	0.036771563
CG7420	0.036823169
Pc	0.0368792
Pink1	0.036939274
Scamp	0.036987834
CG7768	0.036992288
SLIRP2	0.037069727
CG3625	0.037087892
CG14411	0.037175317
CG34315	0.037218982
CG5180	0.03725111
Vps26	0.037277315
MED20	0.037290883
CG12253	0.037291979
CG9300	0.037338628
CG8003	0.037435103
CG31288	0.037445356
CG14231	0.037453728
prtp	0.037461236
PRAS40	0.037477735
mRpL28	0.037486174
sw	0.037513164
ATPsyngamma	0.037579319
Cul4	0.037707608
CG10880	0.03771056
stc	0.037899898
qkr58E-1	0.038114094
CheB42c	0.038176461
CG2217	0.038198466
Mp	0.038265678
CG14830	0.03832759
Atox1	0.038356187
Prosbeta7	0.03836214
Mulk	0.03841243
CG5938	0.038456345
CG7971	0.03845966
dysc	0.038489479
CG7231	0.038575135
mRpS28	0.038619948
CG13014	0.038638116
SkpA	0.038667228
haf	0.038701103
E(var)3-9	0.038712211
CG43693	0.038728336
mRpL34	0.038738133
Vap33	0.038743904
CG9386	0.038838617
RpS6	0.038913434
GstD9	0.038949001
Hil	0.039042255
HnRNP-K	0.039211307
Tor	0.039230686
CG10274	0.039317893
l(1)G0196	0.039419872
CG4301	0.039487899
TM9SF4	0.039567522
capu	0.039616038
wgn	0.039654814
CG31161	0.039659991
Atg5	0.039681684
stumps	0.039753123
PIG-C	0.039761916
Sh3beta	0.03981127
CG11077	0.039867509
Rho1	0.039907442
sv	0.04009739
pcm	0.040108148
CG17593	0.040143492
Cdk12	0.040292284
Cyp12a4	0.040319682
CG9684	0.040521852
Irp-1B	0.040530746
Ada1-2	0.040600587
Topors	0.040630347
CG11334	0.040663672
ND-PDSW	0.040727901
Vps54L	0.040817845
rump	0.040868217
CG3270	0.040975673
spoon	0.040988136
TppII	0.041047948
Dek	0.041164224
KrT95D	0.041201151
CG5056	0.041220745
CG8312	0.041303063
CG14798	0.04130465
imd	0.041319107
CG8078	0.041331953
CG7358	0.041344945
CG1492	0.041420143
swa	0.041488707
CG1635	0.0415487
CG1139	0.04155949
dpr10	0.041593022
CG6439	0.041597572
CG9896	0.041615972
CG43066	0.041625343
tra2	0.041737135
Alh	0.041778934
RhoGEF64C	0.041804043
CG5028	0.041847597
fd96Cb	0.041874505
CG8360	0.041888926
Spt20	0.041908492
Tsp74F	0.041911039
EfTuM	0.041921831
CG8397	0.042206142
CG8132	0.042347182
CG6472	0.042374328
CG45076	0.0423934
CR45925	0.04246239
Spn47C	0.042517391
dbr	0.042596726
BtbVII	0.042633307
CG5986	0.04263704
CG11050	0.042654741
sog	0.042784128
Phb2	0.042820385
CG44194	0.042890361
CG1636	0.042958089
CR44458	0.043067408
eIF-4B	0.043196682
CG18476	0.043318787
Lap1	0.043333865
Eip93F	0.043349723
ps	0.043357199
Vps20	0.043441622
CG31226	0.043486317
jnj	0.043500316
VhaAC39-1	0.043564138
CG4433	0.043589532
c12.1	0.043630424
CG13051	0.043675229
aay	0.043719706
if	0.043789582
CG2224	0.043853142
PGRP-LC	0.043861182
CG6659	0.04396703
vsg	0.043987757
PheRS-m	0.04406822
SrpRbeta	0.044102501
CG33995	0.044108007
MED7	0.044142268
hpo	0.044193737
CG44001	0.044211967
TfAP-2	0.044240722
CG1888	0.044309109
obst-E	0.044341063
CR44315	0.044376511
CG8314	0.044380742
az2	0.04441499
CG4950	0.044480451
CG1142	0.04451528
alpha-Est2	0.044521686
CG5446	0.044545273
Gs1	0.044559765
CG18265	0.044577673
CG14749	0.044691198
Tm1	0.044693171
CG14043	0.044693425
SC35	0.044700616
l(3)07882	0.044712454
f-cup	0.044716837
CG15309	0.044740445
CG14153	0.044740693
CR44092	0.04479739
CG34417	0.044810038
Vha13	0.044815933
CG1718	0.044839337
Cyt-c1	0.044864699
RpL15	0.044877347
CG9601	0.044893804
Chrac-14	0.044902
l(2)34Fc	0.044922492
CG31612	0.045000669
parvin	0.045167389
CG1750	0.045205854
Dh44-R2	0.045273094
CG10866	0.045292928
CG1418	0.045338117
Uhg7	0.045424316
CG12885	0.04548494
Cyp6a22	0.045534217
snmRNA:838	0.045591902
hrg	0.045646093
CG11007	0.045648797
Sec24AB	0.04565205
CG7878	0.045658407
Toll-7	0.045660728
pho	0.045709444
l(2)k12914	0.045808268
CG17026	0.045882868
Sec23	0.045895032
fz	0.046089598
CG42240	0.046098356
TkR99D	0.046117621
brat	0.046176621
SmydA-4	0.04627032
Trh	0.046286509
CG31457	0.046392797
