gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CG12128	92.93430414	0.236935153	0.295077256	0.80295973	0.421998011	0.84396525
CG12129	184.58787	-0.324468911	0.212124463	-1.529615713	0.126111878	0.552018431
COX7C	2262.029438	-0.167699171	0.126703949	-1.323551254	0.185652123	0.647492014
magu	91.59846208	-0.14015399	0.283617854	-0.494164904	0.621189723	0.924309
mRpL42	427.4200665	-0.254505937	0.150550873	-1.690497913	0.090932737	0.479421217
egr	279.6119766	-0.06243823	0.184318253	-0.338752287	0.734796347	0.951475969
CG2269	2004.218038	-0.101043191	0.10444021	-0.967474028	0.333307119	0.790438597
Jra	301.5861592	-0.115741786	0.169842153	-0.681466788	0.495576175	0.878277267
14-3-3zeta	37522.30291	-0.123090423	0.084062565	-1.464271567	0.143119763	0.580813859
Pfk	3670.505433	-0.024342259	0.100656307	-0.241835402	0.808907706	0.962667159
dmpd	205.464599	0.097947733	0.225458821	0.434437351	0.663970879	0.936967661
gem	5240.754267	0.095549563	0.096405569	0.991120784	0.321626605	0.783599869
CG46319	5240.754267	0.095549563	0.096405569	0.991120784	0.321626605	0.783599869
CG18011	25.5835628	0.481126227	0.55822962	0.861878715	0.388754263	0.824741848
CR45133	19.31035437	6.671886379	2.270966695	2.937905868	0.003304373	0.063748416
Hdc	134.1713474	0.410011929	0.240823123	1.702543857	0.088653464	0.472971512
CG12913	229.240434	-0.173499147	0.190773558	-0.909450709	0.363112265	0.814920578
CG12910	52.67604079	0.138520643	0.346333783	0.399962839	0.689183888	0.942704207
CAP	1414.176786	0.194874962	0.14505249	1.343478918	0.179116948	0.637396476
CG12909	8.388692872	0.366864686	0.919368495	0.399039871	0.689863826	0.942704207
Ndg	57.86092551	-0.011323771	0.411112894	-0.027544189	0.978025696	0.99531964
Prx2540-2	460.5615241	0.134548754	0.228903522	0.587796784	0.556668703	0.902793045
Prx2540-1	784.1187149	-0.429451959	0.139223779	-3.084616441	0.002038148	0.044485173
RanBPM	861.5744164	0.058080361	0.125464892	0.462921224	0.643420834	0.930057728
Galphao	9488.43571	-0.228537607	0.096076317	-2.378709065	0.017373382	0.192452238
CG11777	48.48987782	0.301875487	0.373481486	0.8082743	0.418932694	0.842424594
CR45134	10.87664761	0.112107435	0.836155573	0.134074852	0.893343385	0.975105617
CG17765	1046.05411	-0.101808126	0.111159734	-0.91587234	0.359733856	0.812002231
CR45135	14.45036719	0.05215732	0.619352715	0.084212628	0.932887379	0.98465642
psq	1415.128076	-0.179641676	0.114131667	-1.573986259	0.115490626	0.534734576
CG11883	2939.747791	-0.107024501	0.100563621	-1.064246697	0.287216958	0.761382352
Elp2	60.0466838	-0.427756485	0.327665196	-1.305468174	0.191733477	0.656423517
CG12934	29.41982205	2.362594221	1.538203389	1.53594397	NA	NA
stan	1019.508196	-0.195532357	0.140075902	-1.395902893	0.162743739	0.607968779
CG7220	2448.808436	0.153493944	0.108232282	1.418190031	0.156135292	0.599071052
CG12935	79.61139594	-0.183339585	0.322780505	-0.568000802	0.570034424	0.905698901
mms4	1.347020735	0.414528922	2.183846524	0.189815959	0.84945335	NA
CG7222	389.7338457	-0.243547575	0.148591523	-1.639040837	0.101204755	0.506860178
Prosbeta5	498.7495804	-0.039943771	0.130538932	-0.305991252	0.759611306	0.954574371
RpS15Ab	216.3488739	0.086190335	0.193783356	0.444776767	0.656481086	0.934556027
CG12325	35.51259216	-0.013124902	0.419875096	-0.031259063	0.975062938	0.994695694
nclb	282.5701457	-0.064628396	0.177761406	-0.363568209	0.71618047	0.94761758
Pex6	49.00536221	0.042999854	0.367802061	0.116910313	0.906931126	0.978391781
CG18003	137.7553679	-0.171486596	0.239235117	-0.716811974	0.473490123	0.869099105
CG18004	193.8039384	0.144684128	0.216901703	0.667049294	0.504740647	0.88366824
CG30020	454.5861763	0.241894426	0.133626564	1.810227096	0.070260577	0.42172858
CG12942	160.8490959	-0.438261228	0.226077287	-1.938546035	0.05255664	0.368576246
CG13231	6.521482072	-1.40812477	1.036468759	-1.358579077	0.174280009	0.629260803
shn	243.303102	-0.13109767	0.171653717	-0.763733362	0.445026155	0.85392474
Syx6	2119.766422	-0.117143524	0.096627141	-1.212325258	0.225387899	0.698960306
CG7737	129.4534441	-0.590344087	0.24783791	-2.381976536	0.017219995	0.192407553
CG34227	205.6256766	0.424680375	0.27384094	1.550828649	0.120942753	0.54384646
Cpr47Ee	32.85581523	-0.130639154	0.576424929	-0.226636891	0.820706104	0.964127087
Vhl	374.5871689	0.005629467	0.169712886	0.033170535	0.973538595	0.994283411
CG13220	262.8120219	-0.172423862	0.162427818	-1.061541455	0.288443904	0.761473182
CG30033	1.660233686	-2.054564847	2.073018316	-0.99109826	0.321637602	NA
CG7741	50.45174319	-0.360535791	0.351996214	-1.024260422	0.305712286	0.774080375
CG7745	228.448263	-0.065585959	0.210033144	-0.312264805	0.754839285	0.95384954
CG43114	179.5218446	0.153971719	0.267667027	0.575236034	0.565131676	0.904953824
betaTry	6142.821321	5.878780413	1.796500814	3.272350543	NA	NA
deltaTry	8.120726599	0.806331729	0.860869818	0.936647693	0.34893981	0.803797129
san	342.5667299	-0.268075631	0.146075801	-1.835181663	0.066478777	0.414817906
CG13204	74.85151456	-0.006067519	0.284941529	-0.02129391	0.983011202	0.99595599
CG13203	33.77876078	0.147810433	0.449728625	0.328665833	0.742408282	0.952286912
Smyd4-3	5.121930903	0.195559866	1.04513858	0.187113814	0.851571398	0.96669148
CG7763	8.643595843	1.995531526	0.993063264	2.009470694	0.04448724	0.334434657
Prip	176.2805164	-0.07207284	0.220232607	-0.327257809	0.7434729	0.952288676
qvr	3035.518603	-0.323946858	0.090959523	-3.561439717	0.000368827	0.012707872
E(Pc)	404.9544433	0.263121344	0.156580414	1.680423098	0.092875025	0.48380542
CG34228	429.9559774	-0.00489635	0.157452037	-0.031097408	0.975191856	0.994695694
Tret1-1	1728.058408	-0.11008971	0.122067728	-0.901873993	0.367123808	0.817752586
Tret1-2	38.25869366	-0.548241424	0.447691204	-1.224597264	0.220726999	0.690954539
Buffy	39.40514168	0.373849	0.5233929	0.714279845	0.475054153	0.869427586
CG13197	306.815439	-0.117859579	0.153393557	-0.768347651	0.442280672	0.851022691
pyr	86.28975004	0.106955294	0.301034766	0.355292166	0.722370724	0.948693976
ths	552.8507836	-0.146459141	0.149176993	-0.981781026	0.326207737	0.785227468
CG13192	42.57250574	0.131448221	0.376805174	0.3488493	0.72720245	0.949871895
CG34229	59.74477661	-0.275308849	0.31401552	-0.87673644	0.380629809	0.822449196
Sln	538.3086199	0.096357961	0.124199555	0.77583177	0.437848323	0.848995562
Mtor	396.432414	0.151237898	0.151407295	0.998881182	0.317852253	0.781694159
Ef1alpha48D	41590.91597	0.07584871	0.096840182	0.783235927	0.433488581	0.848937988
snoRNA:Me28S-A1322	12.44298442	-0.007633166	0.710392818	-0.010744993	0.991426901	0.998076169
Zip48C	127.6859725	0.210049857	0.284335226	0.738740183	0.460064781	0.862790944
exp	5.224904156	-0.601512166	1.019733144	-0.589872134	0.555276378	0.902793045
ADD1	298.5371143	-0.082423899	0.161958281	-0.50892056	0.610807908	0.917024041
CG34231	12.67153747	0.158758754	0.705994458	0.224872522	0.822078446	0.964127087
CG8298	91.36791662	0.149381596	0.294696409	0.506899953	0.612225018	0.91745396
pds5	544.5959342	0.233106529	0.155195111	1.50202237	0.133091332	0.56374513
CG8321	651.7487059	-0.293033535	0.193943099	-1.510925302	0.130807484	0.560790135
128up	162.322497	-0.017190912	0.21282691	-0.080774144	0.935621571	0.984836181
RpIII128	43.17133014	0.285134835	0.382328347	0.745785233	0.455797162	0.859719083
Drep1	918.3400722	-0.12294212	0.115942022	-1.060375851	0.288973644	0.761772384
CG44314	21.4264388	-0.398501035	0.534735296	-0.745230469	0.456132406	0.860006598
Drep3	554.2601343	-0.310773124	0.15521017	-2.002272943	0.045255384	0.336864862
CG18343	335.2078515	0.251050458	0.168827441	1.487024009	0.13700847	0.57172764
Smyd4-4	1589.39665	0.178281128	0.116224932	1.53393188	0.125046412	0.549901832
Hen1	93.85900965	-0.126542309	0.277289558	-0.456354398	0.648135152	0.931643412
CG8407	7.812365756	0.710645101	0.833305208	0.852802903	0.393768614	0.82698444
CG13177	7.115112516	1.425696078	0.931001511	1.531357427	0.12568108	0.551631318
SmD3	38.67373321	0.08067106	0.43100191	0.187171003	0.85152656	0.96669148
Cct5	1042.696315	0.106446493	0.107077479	0.994107204	0.320170678	0.783599869
CR45264	12.45271987	-1.146220404	0.781386006	-1.466906748	0.142401425	0.579391579
wash	118.6737751	0.148300535	0.243621285	0.608733899	0.542700834	0.900306601
CG33964	41.97827901	-0.54499236	0.372384668	-1.463519867	0.143325181	0.58108462
Cyp6g1	699.3255423	0.641582137	0.213428822	3.006070743	0.002646474	0.054715752
Cyp6t3	19.19769932	0.712008157	0.631903825	1.126766651	0.259841154	0.737840013
CG43315	41.8819637	-1.454900834	0.391609656	-3.715181209	0.000203058	0.008076852
CG13168	10.26630614	-0.974970156	0.817846578	-1.192118647	0.233214726	0.709494417
Cam	56097.34012	-0.058147329	0.085663456	-0.678788028	0.497272181	0.879316513
CR43900	3743.341448	0.324098912	0.115547874	2.804888566	0.005033398	0.086279641
CG42700	84.84250925	0.084258114	0.273610403	0.307949232	0.758120963	0.954277988
CG17739	1030.016883	0.181866008	0.128512898	1.415157627	0.157022285	0.599571379
CG30203	37.44527592	0.39391668	0.436947892	0.901518665	0.367312615	0.817752586
CG30046	87.8757046	0.227604148	0.261923825	0.868970769	0.384863119	0.822449196
CG13163	57.86656814	-0.335335597	0.375436588	-0.893188379	0.3717563	0.818114235
garz	1449.46763	0.112000694	0.134009931	0.835764135	0.403287607	0.833434087
CG8490	104.2379019	-0.266441921	0.252640717	-1.054627792	0.291595588	0.763409847
Den1	318.9834802	-0.087785377	0.181294917	-0.484213122	0.628234626	0.925661053
ana3	9.116419057	-0.796740034	0.890845597	-0.894363778	0.371127286	0.818114235
CG13159	0.649184717	-2.892383558	3.910381343	-0.7396679	0.45950153	NA
CG8501	6.737077818	-1.690406488	0.939309847	-1.79962607	0.071919702	0.425057801
Cpr49Ae	241.3139134	1.923462933	0.943593716	2.038443984	0.041505551	0.323686745
Cpr49Ag	4.290211875	0.532749487	1.50777098	0.353335814	0.723836699	0.948723368
CG8520	162.0484155	-0.068153859	0.202614771	-0.336371623	0.736590646	0.951475969
CG8525	31.67913331	-0.653900331	0.435814243	-1.500410649	0.133508063	0.564095969
Tmem18	181.6330004	-0.124260353	0.189269023	-0.65652768	0.511484664	0.885988006
Dyb	728.1174955	-0.156550592	0.139250497	-1.124237224	0.260912402	0.739455176
Lac	198.5693565	0.156201234	0.196529003	0.79479991	0.426729903	0.846720236
CG8545	101.5578541	0.306282305	0.248171299	1.234156837	0.217144468	0.686418059
CG8550	29.69785344	0.823788887	0.448630507	1.836230204	0.066323617	0.414801866
Dh44-R2	304.8900076	0.00753109	0.174197542	0.043233043	0.965515765	0.992259787
s-cup	37.04164755	-0.409627625	0.428116255	-0.956813996	0.338661147	0.795641308
CG13151	33.06418562	0.391903181	0.416525277	0.940886912	0.346762815	0.80259504
CG8569	103.1628279	0.238928315	0.272085095	0.878138197	0.379868726	0.821971774
CG33632	14.71728623	-0.349315119	0.601406006	-0.580830779	0.561354509	0.903960016
fra	115.9683387	0.162213728	0.283494447	0.572193669	0.567190776	0.905010796
Cyp301a1	7.269846018	-0.330735677	0.88727229	-0.372755558	0.709330383	0.94609541
stil	0	NA	NA	NA	NA	NA
ClC-b	2903.190028	0.010718195	0.113961985	0.094050616	0.925068949	0.983004459
CR30055	161.9939863	-0.490030598	0.202343047	-2.42178125	0.015444644	0.179080372
Amph	1105.995086	0.07397731	0.126931694	0.582811966	0.560019889	0.903625552
CG45086	905.2650192	-0.770220689	0.121251687	-6.352247175	2.12E-10	4.46E-08
Galphaq	2649.997783	-0.366815912	0.08917677	-4.113357242	3.90E-05	0.002183275
CG30054	16.03219539	-1.24888565	0.675036852	-1.850099956	0.064299144	0.406386371
CG17760	192.051517	-0.225274984	0.190560723	-1.182169026	0.23713864	0.714259564
spt4	91.78533695	-0.014322709	0.280493179	-0.051062593	0.959275643	0.990985041
Iswi	843.8723433	-0.353458593	0.110992642	-3.184522754	0.001449929	0.034737604
ZnT49B	341.5501441	-0.261412089	0.180400519	-1.449065064	0.147319413	0.586658135
CG8646	41.89891962	0.119413362	0.376636644	0.317051895	0.751204225	0.953745376
CG13148	62.62975751	0.062118332	0.364041741	0.17063519	0.864510626	0.96900702
CG42663	51.46457837	-0.120686336	0.371939722	-0.324478212	0.745576015	0.952679617
mRpL18	226.7801553	-0.498139079	0.182167591	-2.734509893	0.006247322	0.099628343
Dgkepsilon	465.5529725	0.048949376	0.138463056	0.353519395	0.723699091	0.948693976
CG12374	328.6179007	5.617059068	1.78092894	3.154005161	NA	NA
sca	217.8654394	-0.050019812	0.185650538	-0.269429934	0.787598854	0.958661661
Or49b	4.969684467	0.787594919	1.036710821	0.759705506	0.447430637	0.854659939
bic	13014.27197	-0.001947234	0.100161306	-0.01944098	0.98448932	0.996008163
CR43468	48.80584588	-0.295426203	0.359864543	-0.820937237	0.411682019	0.837895309
AspRS	946.114528	0.514005555	0.130949008	3.925234439	8.66E-05	0.004171121
vg	40.31463048	0.456234603	0.378266513	1.20611946	0.227771432	0.701285504
NAT1	2844.000429	0.078310352	0.096910503	0.808068782	0.419050987	0.842424594
CG13319	72.39908578	0.137724708	0.327187831	0.42093469	0.673802773	0.940049876
sug	306.3050697	0.825414807	0.695735101	1.186392357	0.235467389	0.71209397
Sans	12.47352449	1.554247566	0.747753571	2.078555859	0.037658192	0.308187334
CG13321	325.9826555	4.07990361	1.190585443	3.426804548	0.000610728	0.018669807
Su(z)2	921.3298098	-0.040881302	0.111139545	-0.367837587	0.71299434	0.946780753
CG13325	20.63563476	1.196225942	0.697801802	1.71427752	0.08647777	0.466680976
Cap-G	412.8774905	-0.031299969	0.157072752	-0.199270522	0.842051137	0.965369554
ND-MWFE	1771.306747	-0.175261581	0.105837165	-1.655954982	0.097730936	0.497688632
Nrk	52.82668412	-0.214537335	0.334880143	-0.640639163	0.521757149	0.888700827
Spt-I	738.6434458	0.119632224	0.126945296	0.94239194	0.345992012	0.802072392
AGBE	420.9278	-0.00646549	0.134119844	-0.048206813	0.961551421	0.991142585
CG33137	7.970149499	0.173402325	0.921908233	0.188090657	0.850805585	0.96669148
ValRS	196.4071097	0.048434023	0.198681976	0.243776634	0.807403818	0.962667159
FLASH	61.39901961	-0.212188123	0.303217917	-0.69978755	0.484059991	0.874028768
CG4627	53.38628729	-0.375967964	0.380779023	-0.987365222	0.323463627	0.784494818
CG17059	400.6707081	-0.260498739	0.160712984	-1.62089417	0.105040337	0.512891535
Dp	387.6013085	0.066470847	0.13872583	0.479152635	0.631830047	0.926432273
fsd	71.10001183	0.029021784	0.311746223	0.09309426	0.925828678	0.983004459
CG4676	57.88386823	-0.096420316	0.32801031	-0.293955138	0.768792184	0.954639865
GstE14	8.594297636	0.611226209	0.883856635	0.691544516	0.489223416	0.875015022
Mp20	606.1493448	-0.139873559	0.476100826	-0.293789784	0.768918542	0.954639865
CG4716	4290.56373	0.054480634	0.171888462	0.316953409	0.751278955	0.953745376
CG10799	360.5819915	0.118384598	0.226809171	0.52195684	0.601700382	0.914878926
CG42319	86.49300917	-0.37608711	0.369311942	-1.018345381	0.308513849	0.776458371
CG17047	57.57286431	1.668505881	0.368095907	4.532802052	5.82E-06	0.000461263
AttC	1294.152037	2.633162892	0.202846627	12.98105338	1.57E-38	1.61E-35
cbs	270.3628291	-0.40718852	0.16401938	-2.482563466	0.013044083	0.159596588
cid	39.56225089	1.893862756	0.429196973	4.412572491	1.02E-05	0.000751675
mars	27.27927415	0.208348464	0.485484718	0.429155555	0.667810025	0.937112963
mip120	123.97502	0.149060733	0.246123012	0.605635091	0.544757095	0.901062175
EfTuM	280.6426472	-0.116528143	0.165609038	-0.703633959	0.481660757	0.873743491
CG13330	9.784768297	-1.468231917	0.820638984	-1.789132548	0.073593471	0.430528076
CG13332	14.92266757	0.83884815	0.685931587	1.222932674	0.221355126	0.692499396
Roe1	702.4023177	-0.09193387	0.145155402	-0.63334791	0.526506473	0.891508602
link	2.750670772	-1.418986519	1.507354658	-0.941375351	0.346512541	0.802543952
CR44366	18.29562619	0.1601402	0.578880629	0.276637689	0.782058322	0.957127624
fand	103.6953368	0.243806027	0.256067906	0.952114739	0.341038795	0.797227516
fas	715.5452488	0.091419745	0.134019075	0.682139805	0.495150553	0.878116683
CG13337	61.76375209	0.272142415	0.374073302	0.727510927	0.466913024	0.865911426
CG18368	9.494102568	0.323395548	0.814093791	0.397246056	0.691186022	0.942704207
stj	1055.229558	-0.26625011	0.106076945	-2.509971502	0.012074091	0.151360952
CG13339	111.4902833	-0.496591734	0.240240272	-2.06706282	0.038728235	0.311945486
CG6329	7345.335812	-0.215927774	0.094922975	-2.274768306	0.022919832	0.227257088
CG6357	594.6582934	0.133595581	0.127648672	1.046588099	0.295289593	0.767231624
CR44367	4.06212446	-0.231889639	1.319441176	-0.175748372	0.860491631	0.968134597
Uba3	108.3831547	-0.065168464	0.249708551	-0.260978104	0.794109393	0.958870065
CG13344	457.0955247	-0.056636486	0.135049901	-0.419374507	0.674942452	0.940206034
CG33155	1284.987878	-0.20067558	0.112648034	-1.781438811	0.074840793	0.433395079
mRpL53	1277.937898	-0.199035074	0.112517719	-1.768922046	0.076906885	0.440139774
Cp1	2506.181319	0.082246266	0.13759536	0.597740116	0.550013353	0.901824893
CG42806	53.62959875	0.041729663	0.444349181	0.093911871	0.925179164	0.983004459
PheRS-m	358.0641815	-0.122437687	0.1482307	-0.825994122	0.408807426	0.83645166
CG8067	55.26761553	0.249798223	0.338855231	0.737182726	0.461011237	0.862919637
mam	764.6387389	0.503167756	0.149624731	3.362864898	0.000771381	0.021898188
CG42288	64.70296083	8.429246902	1.215452257	6.935070346	4.06E-12	1.05E-09
pea	79.1824157	-0.092739445	0.3100772	-0.299085019	0.764875177	0.954639865
CG13016	425.2036462	0.290973063	0.152135161	1.912595759	0.055799823	0.379940368
O-fut1	59.56412734	-0.292884703	0.318782047	-0.918761598	0.358220283	0.810271656
CG8323	88.81227304	-0.157888163	0.275693971	-0.572693563	0.566852197	0.904953824
CG18327	51.89271203	-1.143713226	0.380815689	-3.003324858	0.002670472	0.054912582
CG18324	110.1900002	0.129343471	0.253736786	0.509754512	0.610223458	0.916963504
CG8331	1508.6058	-0.022917224	0.116297356	-0.197057136	0.843782826	0.965486742
cg	2397.757657	-0.018871258	0.104204997	-0.181097437	0.856291097	0.96669148
CG30069	1250.47506	-0.163906829	0.110773185	-1.479661601	0.138963578	0.574479338
CG8468	49.31577566	0.243761156	0.382971095	0.636500141	0.524450489	0.89133608
Usp20-33	251.6845633	-0.149488261	0.167555026	-0.892174139	0.372299601	0.818190937
SmydA-1	8.438613082	-0.657492566	0.864767613	-0.760311274	0.447068544	0.854659939
Mdr50	46.68993147	1.339281019	0.481560424	2.781127669	0.005417043	0.090889864
CG8531	348.9759197	0.013454687	0.164586736	0.081748306	0.934846864	0.984836181
beta4GalNAcTA	399.304202	0.004313052	0.141912417	0.030392352	0.975754144	0.99497369
Ih	25071.38659	-0.188199842	0.090041751	-2.090139735	0.036605249	0.302654316
Shroom	81.38614651	0.221656669	0.283093103	0.782981526	0.433637961	0.848937988
CG8613	425.0587235	-0.148095575	0.136743347	-1.083018505	0.278800209	0.754848819
Arc2	41.09273587	-0.375166492	0.428926418	-0.87466399	0.381756759	0.822449196
Tfb1	81.53326066	-0.083825137	0.276667953	-0.302981015	0.76190433	0.954639865
Dh44-R1	246.4947357	-0.144508	0.174477651	-0.828232148	0.407539041	0.835615206
Sin1	224.774505	0.439969675	0.202786036	2.169625107	0.030035258	0.269751092
CG17386	40.93439782	-0.294873643	0.499326152	-0.590543159	0.55482656	0.902793045
Oaz	23.23418234	0.029977913	0.5236554	0.057247405	0.954348116	0.990054771
PRAS40	423.3714669	0.044866589	0.143923245	0.311739701	0.755238353	0.95384954
Asx	613.5580431	-0.06412446	0.131400535	-0.488007599	0.625544459	0.925661053
CG30197	1970.294765	-0.079385975	0.114383207	-0.694035226	0.487660118	0.874604062
ttv	544.7968308	-0.662234568	0.132735454	-4.989130977	6.07E-07	5.89E-05
Blos1	241.2501081	-0.082372273	0.165891885	-0.496541907	0.619512128	0.922998006
Sec61beta	1732.388355	-0.02515484	0.110391449	-0.227869464	0.819747723	0.964127087
Uhg5	205.4978766	-0.733163704	0.209726797	-3.495803666	0.000472636	0.015121427
snoRNA:Me28S-G2703b	5.268024586	0.192604866	1.003751796	0.191884953	0.847832324	0.965669409
snoRNA:Me28S-G2703c	8.878293895	-1.889976232	1.028959134	-1.836784543	0.066241709	0.414594218
snoRNA:Or-CD4	38.13267245	0.459071359	0.393564939	1.166443738	0.243435083	0.721688699
CG10131	189.0772366	-0.148293512	0.241357621	-0.614414042	0.538941759	0.898618879
CG43236	142.7074046	1.29812902	0.227009043	5.718402254	1.08E-08	1.58E-06
CR42715	17.56044754	-0.490672143	0.60196827	-0.815112969	0.415007649	0.840185742
CG10139	210.6205204	0.061888802	0.187097675	0.330783383	0.740808114	0.952134052
CG12866	11.05835803	0.084277219	0.784918944	0.107370601	0.914494977	0.981367422
Dro	22083.68855	3.265866674	0.109531916	29.81657568	2.38E-195	2.45E-191
AttA	495.211867	2.748828127	0.214468839	12.81691151	1.32E-37	1.23E-34
AttB	1192.070009	3.215022156	0.138705643	23.17874092	7.46E-119	1.92E-115
ave	88.67906712	-0.06142105	0.291120753	-0.210981351	0.832901824	0.964649195
ND-B15	375.4662035	-0.373925642	0.147056047	-2.542742365	0.010998629	0.143427696
BEAF-32	281.4787542	-0.120816518	0.161926406	-0.746119927	0.455594973	0.859719083
hui	248.0450306	-0.807133176	0.868253283	-0.929605671	0.35257529	0.805312702
CG10205	114.9586811	-0.9175578	1.174551075	-0.781198723	NA	NA
Ercc1	37.7937361	-0.215981678	0.448528547	-0.481533851	0.630137127	0.926219939
HPS1	1153.438814	0.059991064	0.146035451	0.41079795	0.681220696	0.942404214
Cyp6a22	101.0949568	0.208617462	0.276211806	0.755280756	0.450080543	0.855800988
Cyp6a17	459.600638	0.139186192	0.156043963	0.891967808	0.372410188	0.818190937
Cyp6a23	76.22682572	0.854381876	0.357331943	2.391003361	0.016802399	0.189592897
Cyp6a19	1.347020735	0.414528922	2.183846524	0.189815959	0.84945335	NA
Cyp6a20	417.2328052	1.545402216	0.161257528	9.583442304	9.39E-22	5.69E-19
Cyp317a1	24.47630324	0.410284966	0.52174019	0.78637792	0.431646115	0.848467521
Lap1	250.2960654	-0.199605642	0.184873531	-1.079687507	0.280281359	0.755483663
CG10257	120.0669073	-0.192214298	0.229756621	-0.836599601	0.40281767	0.833131427
ckn	301.6820149	0.456558572	0.180161375	2.53416456	0.011271579	0.145607066
pcs	2611.743264	0.350444711	0.107494452	3.260119066	0.001113655	0.028826304
hbs	221.3408135	-0.110194282	0.179799593	-0.612872813	0.539960441	0.898816089
chn	2552.441701	0.046448099	0.100645985	0.461499775	0.644440083	0.930225828
CG7544	20.79897414	0.131170112	0.543167237	0.241491207	0.80917443	0.962667159
igl	940.9503648	-0.191434229	0.115306075	-1.660226733	0.096868849	0.495011349
CG43068	3.03460385	-0.726573789	1.63852481	-0.443431668	0.657453534	0.935218869
CG11807	1031.25062	-0.228234397	0.106291424	-2.147251285	0.031773282	0.278340433
CG11808	65.5304284	-0.337037955	0.328993239	-1.024452527	0.305621583	0.774080375
CG8079	104.3482408	-0.064964498	0.243711413	-0.266563217	0.78980548	0.958734826
scb	112.3220685	0.667123812	0.263163159	2.535019772	0.011244098	0.145607066
Xpc	284.7095076	-0.125837165	0.173901135	-0.723613248	0.469303206	0.867045068
Arf51F	804.1977438	-0.526669555	0.115942416	-4.542509749	5.56E-06	0.000443932
Hr51	49.08497697	-0.028269979	0.38450955	-0.073522177	0.941390597	0.986137985
unc-5	60.00159588	0.028735771	0.312667261	0.091905277	0.926773299	0.983175628
CR44458	14.27423776	0.139777934	0.679522095	0.205700351	0.837024984	0.964717097
SRPK	1413.979059	0.059468081	0.102857659	0.578159001	0.563156776	0.90467497
CG43729	4126.455514	0.173881312	0.091138382	1.907882374	0.056406421	0.381686635
Mtk	6775.998075	2.079136753	0.157058913	13.23794185	5.30E-40	6.06E-37
GalNAc-T1	593.1287637	-0.076534931	0.125401375	-0.610319711	0.541650042	0.899722466
CG30467	89.85411331	0.115968777	0.272357386	0.425796337	0.670256256	0.938331426
Vha36-1	17011.95515	-0.151015802	0.083281482	-1.813317891	0.069782805	0.420800093
eIF2B-gamma	99.53082695	0.02351366	0.303752247	0.077410653	0.938296866	0.985836147
CG12963	50.156902	3.304898306	1.57835473	2.093888176	NA	NA
CG30466	55.6085575	-0.273914705	0.33736992	-0.811912055	0.416842096	0.840472243
CG42524	342.5505716	0.06278789	0.15975889	0.393016563	0.694307248	0.942704207
Ranbp11	100.9246793	0.229620298	0.248877495	0.922623794	0.356203292	0.8089961
CG30090	42.80477522	0.901426421	0.377292782	2.389196042	0.01688529	0.190069244
CG33460	50.63517535	0.813862883	0.376178595	2.163501311	0.030502643	0.271832378
CG33462	2.509207344	4.715282986	1.996946074	2.36124703	0.018213594	0.198767416
CG30089	455.8372469	0.114820757	0.160391648	0.715877407	0.47406705	0.869427586
tun	1173.975308	-0.127685052	0.106101528	-1.203423312	0.228812551	0.703231568
CR44373	1.858167795	0.477168431	1.704955987	0.279871407	0.779576165	NA
bug	238.1167007	-0.084114828	0.170040538	-0.494675143	0.62082945	0.92397934
Cyp4aa1	57.58040474	-0.203203335	0.327267061	-0.62090983	0.534658953	0.895458738
CG8366	221.0166208	-0.183954537	0.199928006	-0.920103898	0.357518468	0.809662619
CG8320	137.4366018	0.117086533	0.219795338	0.532707079	0.594236365	0.911057291
CG8370	145.2962838	0.161351687	0.24112466	0.669162944	0.503391541	0.883597654
CG8389	152.4017118	-0.18679228	0.205479471	-0.90905568	0.363320735	0.814920578
Rrp42	28.36520877	0.058228652	0.488138993	0.119287032	0.905047957	0.978141078
CG8399	361.4872632	0.300044232	0.26397717	1.136629476	0.255693212	0.735273475
CG8401	126.4425307	-0.484187605	0.247704901	-1.9546953	0.050619045	0.359650845
SP2353	872.1409312	-0.04113868	0.124766194	-0.329726173	0.741606875	0.952266488
CG8405	1352.923012	0.127608235	0.114252196	1.116899626	0.264037245	0.742714297
mRpL34	214.342724	0.10390707	0.188311205	0.551783786	0.581096497	0.908978464
Rho1	1491.615384	-0.019228371	0.097014259	-0.198201494	0.842887418	0.965486742
Asph	150.9043245	-0.009762461	0.260629648	-0.037457214	0.970120454	0.993492766
Jhedup	39.53426866	1.248157437	0.680849597	1.833235185	0.066767604	0.41536223
Jhe	35.37670668	1.794504269	0.494499712	3.628928842	0.0002846	0.01034982
spin	748.1369152	-0.096447556	0.158933173	-0.606843452	0.543954808	0.901062175
Got1	1853.98357	-0.161369086	0.114017663	-1.415299013	0.156980844	0.599571379
CG30094	71.03936229	0.250786958	0.316464645	0.792464377	0.428089955	0.847048979
CysRS	83.15346417	-0.192559229	0.295239244	-0.652214205	0.514262998	0.886139932
lbk	795.4582305	0.098304038	0.132615102	0.741273329	0.45852773	0.86176858
CR45994	65.35334751	0.007425431	0.313381633	0.02369453	0.981096269	0.995677129
Lis-1	1481.964547	-0.093673841	0.104576136	-0.895747774	0.370387489	0.818114235
clu	177.6739601	0.251878548	0.199689325	1.261352088	0.207182022	0.675225939
CG44242	1034.154834	-0.776233173	0.122259496	-6.34906245	2.17E-10	4.46E-08
